,col1,col2,col3
13,英足总杯夺冠赔率曼城榜首 1/8决赛防冷是主旋律,本周英格兰足总杯继续开战，目前已经进行到第5轮(1/8决赛)。纵观目前英足总杯16队中，能称得上夺冠热门的球队，也只有曼城、曼联以及热刺了，阿森纳、切尔西、利物浦均已被淘汰。从目前最新的夺冠赔率数据来看，曼城以1赔2.50排名第1，而曼联则是1赔4.50排名第2，热刺则是1赔6.50第3，另外一支英超球队布莱顿则是1赔8第4。英足总杯向来是冷门的温床，球迷以及彩民对于该项赛事并不陌生。英足总杯在第4轮比赛全部结束后，16场比赛打出正路上盘的仅仅只有5场比赛，而有多达9场比赛是下盘赛果，另外有2场是走盘，足见英足总杯的冷门程度。根据英足总杯的规则，在1/4决赛之前，各轮比赛若在90分钟内打成平手，均需更换主客场进行重赛；重赛若在90分钟内打成平手，则需加时再决胜负，倘若加时仍未分出胜负，则以点球大战决胜负。这给了很多球队拖着爆冷的想法，本轮1/8决赛同样不例外。本轮英足总杯1/8决赛，英超球队大多对阵的是低一级别的球队，布莱顿客战斯托克、莱切城主场打布莱克本、南安普顿主场对阵格林斯。这几场比赛，虽说对阵双方看似有实力差距，但不管是南安普顿还是布莱顿、莱切城，都有各种各样的问题，借力足总杯进行阵容调整甚至刻意放弃，也并不是没有可能。而曼城、热刺的客战，能否打穿数据也是个疑问，连续作战下其实对于曼城和热刺的体能也是绝对考验。本轮中，曼联vs西汉姆，也是存在较大的变数，目前曼联主胜数据在1.64，被爆冷的空间也是存在的。英足总杯1/8决赛将在北京时间3月1日凌晨至3月2日凌晨进行，中国竞彩开设了全部8场英足总杯比赛，而足彩同样把8场英足总杯纳入第23028期了竞猜赛程。我们在此也提醒各位彩民朋友们，对于英足总杯的冷门还是要多加关注，防冷还是主旋律。附：英足总杯1/8决赛对阵及胜平负数据斯托克vs布赖顿 6.2(胜) 4.15(平) 1.5(负)莱切城vs布莱克 1.4(胜) 4.64(平) 7.22(负)富勒姆vs利 兹 2.08(胜) 3.49(平) 3.28(负)布里斯vs曼 城 12.5(胜) 6.8(平) 1.19(负)南安普vs格林斯 1.29(胜) 5.39(平) 9(负)伯恩利vs福利特 1.31(胜) 5.17(平) 8.9(负)曼 联vs西汉姆 1.64(胜) 3.87(平) 5.03(负)谢菲联vs热 刺 4.3(胜) 3.68(平) 1.76(负)（金刀）,足球
14,官方：阿根廷国家队与主帅斯卡洛尼续约至2026年,2月28日，阿根廷国家队官方宣布，他们与主教练斯卡洛尼续约至2026年。斯卡洛尼率领潘帕斯雄鹰获得了2021美洲杯冠军、2022欧美杯冠军和2022世界杯冠军。同时，斯卡洛尼当选了2022年最佳主帅。（Cinderella）,足球
15,波兰残疾球员奥列克西倒钩当选2022年普斯卡什奖,2月28日，FIFA颁奖典礼，波兰残疾球员奥列克西倒钩当选年度最佳进球。他击败了巴西球员里沙利松与帕耶。（Cinderella）,足球
16,阿根廷门将马丁内斯当选2022年度最佳门将,2月28日，FIFA颁奖典礼。阿根廷门将达米安-马丁内斯当选2022年度最佳门将。2022年马丁内斯作为阿根廷队的主力门将，随队获得世界杯冠军。他代表阿根廷在世界杯出场7场，共丢8球，有3场零封。（Cinderella）,足球
17,FIFA年度最佳得分情况：梅西52分险胜姆巴佩44分,FIFA年度最佳颁奖典礼，梅西当选2022年世界足球先生。国际足联公布了得分情况。梅西的优势并不明显，他获得52分，姆巴佩44分，本泽马34分。（Cinderella）,足球
18,阿根廷主帅斯卡洛尼当选FIFA2022年最佳教练,2月28日，FIFA颁奖典礼。阿根廷国家队主帅斯卡洛尼当选2022年国际足联最佳主帅。斯卡洛尼在2022年率领阿根廷赢得了世界杯冠军。他击败了安切洛蒂与瓜迪奥拉，当选最佳。（Cinderella）,足球
19,梅西获奖感言：这一年实在太疯狂 我实现了梦想,FIFA年度最佳颁奖，梅西荣膺世界杯足球先生，他发表了获奖感言。梅西表示：“真的太棒了。本泽马与姆巴佩也度过了成功的一年。今晚很荣幸来到这里，获得这个奖项。我要感谢我的队友和斯卡洛尼，没有他们，我就不会在这里。我想向我所有的队友和整个团队致敬。”“这是对整个团队的认可，这一年对我来说太疯狂了。经过了艰苦的奋斗，我实现了梦想。这是我职业生涯中发生的最美好的事情。很少人能实现，而我足够幸运。”“最后，我要感谢我的家人和阿根廷人民，他们如此热情地庆祝这届世界杯的成就，这将永远铭记在心。我亲吻正在观看颁奖的孩子们，他们该睡觉了。”（Cinderella）,足球
20,2022年FIFA最佳阵容：梅西姆巴佩本泽马领衔,2月28日，FIFA年度最佳阵容公布，阵型为334，梅西、姆巴佩、本泽马、哈兰德领衔锋线。门将：库尔图瓦（皇马，比利时）后卫：阿什拉夫（巴黎，摩洛哥）、范迪克（利物浦，荷兰）、坎塞洛（曼城/拜仁，葡萄牙）中场：德布劳内（曼城，比利时）、卡塞米罗（皇马/曼联，巴西）、莫德里奇（皇马，克罗地亚）前锋：梅西（巴黎，阿根廷）、本泽马（皇马，法国）、哈兰德（曼城，挪威）、姆巴佩（巴黎，法国）（Cinderella）,足球
21,官方：梅西当选2022世界足球先生 生涯第7次当选,2月28日，国际足联官方宣布，阿根廷队长、巴黎圣日耳曼前锋梅西当选2022年度最佳球员，这也是他自从2016年该奖项正式更名以来第二次获奖。在2022年，梅西俱乐部、国家队的总数据为51场35球30助攻，夺得世界杯冠军、法甲冠军、法超杯冠军、欧美杯冠军。（Cinderella）,足球
22,FIFA年度最佳获奖者披露 曝大马丁无缘最佳门将,国际足联年度最佳球员颁奖，周一将在巴黎举行。外媒披露了FIFA年度最佳男运动员、最佳男足教练和最佳门将的得奖者。最佳男运动员获奖者为梅西，罗马诺等名记在社媒已确认了消息，对于拿下世界杯的梅西来说，横扫今年的奖项不出意外，姆巴佩和本泽马无缘此奖项；最佳男足教练获得者为斯卡洛尼，世界杯年的冠军教练实至名归，压倒了另外两位候选人安切洛蒂和瓜迪奥拉；最佳门将得主为摩洛哥的布努，他力压阿根廷的大马丁和比利时的库尔图瓦当选。媒体称，世界杯表现出色的大马丁，因为争议举动而无缘。FIFA年度最佳颁奖礼将在北京时间28日凌晨4点举行，共颁发9个奖项，包括：最佳男足球员（梅西、本泽马、姆巴佩）最佳女足球员（普特拉斯、米德、摩根）最佳男足门将（马丁内斯、库尔图瓦、布努）最佳女足门将（恩德勒、厄普斯、贝格）最佳男足教练（安切洛蒂、斯卡洛尼、瓜迪奥拉）最佳女足教练（邦帕斯托、皮娅、魏格曼）普斯卡什奖（最佳进球）、公平竞赛奖和球迷奖，另外还将公布年度最佳男女足阵容。（cby）,足球
23,英超夺冠赔率：曼城阿森纳并驾齐驱 曼联保留希望,北京时间2月27日，英超结束了第25轮的较量。阿森纳和曼城均顺利赢球，目前积分榜上，阿森纳在少赛一场的情况下领先曼城2分，在联赛仅剩十几轮的情况下占据些许优势。不过从机构开出的最新夺冠赔率上来看，阿森纳和曼城目前都是1赔2的赔率，两队并驾齐驱，曼联则1赔15排在第三。在上周末刚刚结束的比赛中，阿森纳客场1-0战胜莱斯特城。尽管只是一球小胜，阿森纳全场攻势如潮，在防守出色的基础上利用犀利的反击频频制造得分机会。自阿尔特塔执教以来，120场比赛场均打进1.66球，萨卡和马丁内利总能在关键时刻站出来。枪手也一扫此前天王山之战主场1-3不敌曼城的颓势，用一波客场2连胜证明争冠之路没有掉队。曼城则客场4-1轻取伯恩茅斯，神锋哈兰德重新找回进球状态，以及阿尔瓦雷斯门前出色的嗅觉都让球迷喜悦。不过在大比分领先后，蓝月亮替补表现得比较散漫，这也不禁令人怀疑球队深度是否还是他们三线作战的优势。目前积分榜上，阿森纳在少赛一轮的情况下积57分排名榜首，曼城则55分紧随其后，曼联同样少赛一轮积49分排在第三。最新的夺冠赔率显示，阿森纳和曼城均为1赔2并驾齐驱，曼联则1赔15同样保留争冠希望，他们刚刚捧起了联赛杯的冠军，士气大振。纽卡斯尔1赔251排在第4，基本无望争冠。英超夺冠已经进入到白热化阶段，大有从两强争霸到三足鼎立的趋势。赛程进入到3月份，正是检验谁会掉队的关键时期，阿森纳有欧罗巴1/8的两场对决，曼城不仅有欧冠还有足总杯三线作战。曼联如果想后来居上，不仅要确保自己取得胜利，还要耐心等待这两支球队犯错误。第25轮赛后的英超夺冠赔率：1、阿森纳 22、曼城 23、曼联 154、纽卡斯尔 2515、热刺 5016、利物浦 751（料如是）,足球
24,史上解锁700球仅梅西C罗两人 C罗9球领跑梅西,巴黎3比0胜马赛，梅西打进个人俱乐部生涯的第700球，成为历史上第二名突破这一大关的球员。俱乐部进球榜单的第一名是C罗（709球），梅西和他相距9球。梅西要想追上C罗的这个数据，仍有一番竞争，C罗在沙特联赛的入球，也会被统计到榜单中。[俱乐部进球数历史排行榜]1-C罗 709球2-梅西 700球3-罗马里奥 691球4-比坎 688球5-贝利 679球6-普斯卡斯 645球（cby）,足球
25,梅西一射两传赛后评分全队最高 姆巴佩位列第二,巴黎圣日耳曼3比0胜马赛，梅西打进一球，助攻两次。Whoscored赛后评分，梅西9.5分全场最高。巴黎球员表现评分：多纳鲁马8.5、金彭贝6.8、拉莫斯7.3、马尔基尼奥斯7.1、门德斯7.4、法比安7.8、维拉蒂7.8、维蒂尼亚7.5、穆基勒7.3、梅西9.5、姆巴佩9.3、埃梅里6.4、贝尔纳特6.4、达尼洛-佩雷拉6.9（cby）,足球
26,意甲-特奥造乌龙梅西亚斯破门 AC米兰2-0亚特兰大,2月27日凌晨3点45分，意甲第25轮，AC米兰2-0亚特兰大。第24分钟，吉鲁头球回做，特奥外围跟进凌空抽射，皮球击中立柱后打在穆索身上反弹入网，AC米兰1-0亚特兰大第86分钟，克鲁尼奇横传，莱奥不停球送出直塞，梅西亚斯单刀球挑射得手，AC米兰2-0亚特兰大！AC米兰首发：16-迈尼昂，20-卡卢卢，28-佳夫，23-托莫里，30-梅西亚斯（88’56-萨勒马科尔斯），19-特奥，33-克鲁尼奇，8-托纳利，10-迪亚斯（73’90-德凯特拉雷），17-莱奥（87’12-雷比奇），9-吉鲁（73’11-伊布）亚特兰大首发：1-穆索，42-斯卡尔维尼（83’6-帕洛米诺），2-托洛伊，19-吉姆西蒂，3-梅勒，77-扎帕科斯塔（83’22-鲁杰里），7-库普梅纳斯（83’23-沃利茨基），15-德容恩，13-埃德森（62’10-博加），11-卢克曼（68’9-穆里尔），17-霍伊兰（Cinderella）,足球
27,西甲-图雷破门 巴萨0-1阿尔梅利亚七连胜被终结,2月27日01：30，西甲第24轮，巴萨客场0-1负于阿尔梅利亚。第24分钟，阿尔梅里亚先开记录！反击机会，图雷背身倚住防守球员和苏亚雷斯二过一配合后单刀机会凌空爆射打在横梁下沿弹入球门，阿尔梅里亚1-0巴萨。巴萨首发：1-特尔施特根、18-阿尔巴（67‘17-马科斯-阿隆索）、15-克里斯滕森、24-埃里克-加西亚（67’4-罗纳德-阿劳霍）、20-罗贝托（76‘38-安赫尔-阿拉尔孔）、5-布斯克茨（76’32-巴勃罗-托雷）、19-凯西（45‘22-拉菲尼亚）、21-弗朗基-德容、6-加维、11-费兰-托雷斯、9-莱万多夫斯基阿尔梅里亚首发：13-费尔南多-马丁内斯、21-丘米-布兰达里斯、19-罗德里戈-埃利、22-巴比奇、15-阿基耶梅、4-埃瓜拉斯（83‘23-萨穆-科斯塔）、6-德拉奥斯、5-罗伯托内（76’7-拉马扎尼）、16-路易斯-苏亚雷斯（75‘10-恩巴尔巴）、9-比拉勒-图雷（89’2-凯基）、12-巴普蒂斯唐（83‘17-亚历杭德罗-波索）（Cinderella）,足球
