,col1,col2,col3
54,泽连斯基感谢意大利 称他正在乌克兰等待梅洛尼到来,原标题：泽连斯基：在乌克兰等她意媒：泽连斯基感谢意大利，称他“正在乌克兰等待梅洛尼到来”据意大利安莎社20日消息，意大利总理梅洛尼表示，她打算在即将到来的俄乌冲突一周年之前访问乌克兰。对此，乌克兰总统泽连斯基称，他会热烈欢迎梅洛尼访问乌克兰，并感谢意大利在俄乌冲突后对乌克兰的持续支持。报道称，泽连斯基还表示，尽管梅洛尼的盟友、意大利前总理、力量党领导人贝卢斯科尼发表了批评他的有争议的言论，但意大利对乌克兰的立场没有改变。“我们已经收到了（新的）一揽子援助，这意味着总理梅洛尼的支持没有改变，”泽连斯基对意大利国家电视台（RAI）说， “相反，我在这里感谢她，我在等待她。我知道，她（很快）就会来。我们非常尊重意大利和意大利人民。”路透社此前报道称，意大利前总理贝卢斯科尼本月12日表示，如果他仍然担任总理，不会寻求与泽连斯基会面、对话，因为他将俄乌冲突归咎于泽连斯基。他还敦促美国向泽连斯基施压，并威胁停止向乌克兰运送武器，同时还承诺如果乌克兰同意立即停火，将提供大规模援助计划。据媒体此前报道，意大利《新闻报》去年10月披露的录音显示，贝卢斯科尼近日告诉别人，自己生日时收到了来自俄总统普京的20瓶伏特加和一封“甜蜜信件”作为礼物，而他的回礼是葡萄酒和同样甜蜜的信件。在贝卢斯科尼“晒与普京互动言论录音”被曝光后，梅洛尼发表声明，宣称她的新政府将是一个“亲北约的政府”。来源：环球网/李诗睿,军事
55,南非驻华大使：已邀普京出席今年金砖国家领导人会晤,原标题：“已邀请普京出席”南非驻华大使谢胜文21日在接受《环球时报》记者采访时表示，南非已邀请俄罗斯总统普京出席今年8月在该国举行的金砖国家领导人非正式会晤。南非今年初从中国接过金砖国家轮值主席国一职，担任至2023年底。今年的金砖国家领导人非正式会晤也将在该国举行，但会晤地点尚未确定，可能在南非四大城市之一——约翰内斯堡、开普敦、德班或比勒陀利亚举行。近一年来，美国等国一直寻求在国际场合和外交上孤立俄罗斯。去年11月，普京未参加在印尼举行的二十国集团领导人峰会。有报道称，东道国印尼在宣布邀请普京出席峰会后，一度受到西方压力。谢胜文在采访中对《环球时报》记者表示，南非看不到任何阻止该国邀请金砖所有国家领导人参会的理由。今年的金砖国家领导人非正式会晤将是新冠疫情暴发三年来首次线下会晤，南非期待各国领导人能在此平台上真正认真地讨论正在发生的全球事务，包括使有关金砖扩员的讨论能够继续下去。谢胜文在21日在北京举行的“全球安全倡议：破解安全困境的中国方案”蓝厅论坛场边接受《环球时报》采访时作出上述表态。他表示，南非欢迎中国的提议，认为应通过对话而非对抗解决当下令人关切的全球和地区问题。“我们希望所有大国都能遵循（中国提出的）道路，确保不会利用自身经济实力和军事实力来胁迫其他国家。”这名南非外交官同时谈及西方对中国的打压。他表示，中国是全球事务中的重要角色，“如果孤立中国，或缺少中国的参与，就不会有持久的和平……中国在捍卫自己的安全利益，它不能被任何人欺凌。”,军事
56,英媒：阿黛尔、艾德希兰不出席查尔斯三世加冕音乐会,原标题：英媒：阿黛尔、艾德希兰以“档期冲突”为由不出席查尔斯三世加冕音乐会（观察者网讯）“他们都是娱乐圈大咖，是具有代表性的英国人，而且全球知名，（他们不来）太可惜了。”2月20日，澳大利亚新闻网、《新西兰先驱报》等多家外媒援引英媒消息称，英国歌星阿黛尔（Adele Adkins）和艾德·希兰（Ed Sheeran）都以“档期冲突”为由婉拒了查尔斯三世加冕音乐会的邀请。消息人士称，俩人都在查尔斯为演出拟定的心愿名单上。尴尬的是，英媒发现阿黛尔3月25日后并无公开行程，而艾德·希兰虽然在加冕音乐会前在美国演出，但坐私人飞机也能赶得上。这一消息最先由英国《每日邮报》发布。该报于2月18日发文称，5月7日在温莎城堡举办的查尔斯三世加冕音乐会遭受了“巨大打击”，因为两大活跃于欧美乐坛的英国歌星会缺席。他们分别是格莱美奖和全英音乐奖拿到手软的英国年轻一代“国宝级”歌手阿黛尔（代表作《Rolling In The Deep》《Someone Like You》《Hello》），以及创作“才子”艾德·希兰（代表作《Perfect》《Shape of You》）。《每日邮报》援引消息人士的说法称：“国王推荐了一些他希望（在音乐会上）表演的人选，阿黛尔和艾德都在名单上。他非常希望他们能参加音乐会。”然而，阿黛尔收到邀请后表示无法出席；艾德·希兰还未收到正式邀请时，音乐会主办方就被告知他因为档期冲突无法亲临现场。这位参加音乐会项目的人士称：“有一个团队专门负责和这些艺人敲定演出，但他们俩都没空，让人很失望。他们都是娱乐圈大咖，是具有代表性的英国人，而且全球知名。（他们不来）太可惜了。”结果英媒发现，阿黛尔在5月7日音乐会当天并无公开行程，事实上，她4、5两个月都暂无巡演计划，3月25日美国拉斯维加斯站的演唱会结束后就没有公开行程。而艾德在音乐会开始前确实有演出——美国中部时间5月6日18时（伦敦时间5月7日0时）在美国得克萨斯州的演唱会，再赶去英国参加当地时间7日的演唱会确实有些困难。但知情人士称，如果艾德在美国演出结束后坐9个小时私人飞机，能赶得上温莎城堡的音乐会，他以前为了赶场这么干过。按照英媒的说法，目前来看，音乐会主办方寄希望于英国歌手哈里·斯泰尔斯（Harry Styles，前One Direction组合成员），他据称也在查尔斯三世的心愿名单上。此外，消息人士称，曾与迈克尔·杰克逊共同创作公益歌曲《We Are the World》的美国歌坛老将莱昂纳尔·里奇（Lionel Richie），以及曾经的英国“顶流”辣妹合唱团（Spice Girls），都在商谈接演事宜。不过，上述明星均未公开表态是否会出席音乐会。辣妹合唱团原成员维多利亚·贝克汉姆亮相与否也成了外界关注的焦点。作为组合形象担当，贝嫂当年被质疑唱功不佳。投身时尚事业后，她缺席了组合2019年的回归巡演，上一次随队公开演出是2012年伦敦奥运会闭幕式。英国国王查尔斯三世的加冕典礼将于当地时间5月6日举行，白金汉宫上个月公开了为期三天（5月6-8日）的庆祝活动的安排。白金汉宫称，在加冕典礼第二天（5月7日），一场“汇聚全球音乐偶像和当代明星”的加冕音乐会将在温莎城堡东侧的草坪举行。届时，英国广播公司（BBC）负责直播，现场将邀请世界级的管弦乐团带来演奏。音乐会的重点节目是“点亮整个国家”，到时英国各地的标志性地点都会被投影、激光、无人机和照明灯点亮。白金汉宫还未公开加冕音乐会开演的具体时间。,军事
57,"外媒：拜登坐火车入境波兰 换乘""空军一号""抵达华沙",原标题：外媒：坐火车入境波兰后，拜登换乘“空军一号”抵达华沙当地时间20日晚，波兰外交部副部长瓦日克称，美国总统拜登从乌克兰乘坐火车进入波兰境内的普热梅希尔，稍晚将乘坐专机抵达华沙。据英国天空新闻台最新报道，拜登乘坐的“空军一号”目前已降落在波兰首都华沙，他将在晚些时候会见波兰总统杜达。此外，他还将于21日在那里发表关于俄乌冲突爆发一周年的演讲。[原标题]外媒：坐火车入境波兰后，拜登换乘“空军一号”抵达华沙来源 | 环球网,军事
58,美媒：俄电视节目谈论“为什么不在基辅炸拜登？”,原标题：“为什么我们不在基辅炸拜登？”美媒发现：得知拜登突访，俄电视节目谈论“为什么不在基辅炸拜登”美国总统拜登20日突然访问基辅，引发外界关注。美国《野兽日报》发现，在拜登突访之际，俄罗斯第一频道主持人和嘉宾在节目上就“为什么不在基辅炸拜登”展开了讨论。报道称，俄罗斯第一频道“60分钟”20日的节目上，主持人奥尔加•斯卡比耶娃说，“白宫已经确认拜登真的在乌克兰首都。他真的来到了乌克兰首都。泽连斯基刚刚公布了这些照片……他就在那里，拜登，真人”。《野兽日报》说，斯卡比耶娃明显对拜登突访基辅这一消息感到不安。俄罗斯第一频道“60分钟”20日的节目上，主持人斯卡比耶娃等人就“为什么俄军不在基辅炸死拜登”展开讨论针对这一话题，做客节目的军事专家叶夫根尼•布津斯基说，“显然，西方正在走向升级……我认为我们也应该谨慎对待。我认为我们也应该在开始走上升级道路时保持谨慎……西方有许多弱点”。报道称，布津斯基提议，作为对美国参与炸毁“北溪-2”天然气管道的报复，俄罗斯可以攻击美国在大西洋底、北海和挪威海的管道。不过，斯卡比耶娃持不同观点，她质疑“俄罗斯同意在拜登访问期间不攻击基辅”的做法是否明智。关于拜登突访基辅，她问道，“如果我们给出了这些安全保证，那么是为了什么？”布津斯基回答说，“好吧，你知道，也许我们可以直接打击拜登，但那样做就太过分了”。斯卡贝耶娃反问道，“所以，打击拜登是过分，但威胁普京就可以？炸毁北溪管道也可以？这不是侵犯性的问题。问题是：逻辑在哪里？”俄罗斯第一频道“60分钟”节目上的主持人斯卡比耶娃报道称，对于斯卡贝耶娃的看法，布津斯基认为副总统哈里斯掌权的情况会更糟。他认为，相较于拜登，哈里斯对克里姆林宫来说将是一个更糟糕的选择。此外，布津斯基设想，如果拜登乘坐直升机前往乌克兰，他将被俄罗斯的飞机一路伴飞到基辅，这将给他留下一个不可磨灭的印象。他还提到，拜登不是第一个访问基辅的领导人，“如果我们想这样做，我们应该更早开始”。俄罗斯官方20日没有立刻对拜登访乌做出正式回应。塔斯社称，俄罗斯独联体国家研究所副所长弗拉基米尔∙扎里欣20日表示，普京总统将在21日的国情咨文中提及拜登访问乌克兰的挑衅举动。他认为，拜登故意在普京向联邦会议发表国情咨文前一天抵达基辅，意在挑战普京。俄新社称，俄罗斯科学院教授亚历山大·古谢夫认为，拜登此次访问乌克兰证明美西方已成为乌克兰冲突的直接参与方。美国将继续向乌克兰提供一系列重要军事装备，俄罗斯应该对此做出回应。古谢夫表示，拜登此次访问可以视作一个具有里程碑意义的事件，这意味着在美西方国家支持下，俄乌冲突对抗将继续进行下去，并面临持续升级的风险。随着俄美关系持续紧张恶化，基辅当局已越来越成为西方国家实现自身利益的工具。,军事
59,美国俄亥俄州一工厂爆炸致多人受伤 现场冒出黑烟,原标题：美国俄亥俄州一工厂爆炸致多人受伤 现场冒出黑烟海外网2月21日电 据美国《国会山报》报道，当地时间2月20日，美国俄亥俄州贝德福德市一家金属工厂发生爆炸，造成至少14人受伤，2人情况危急。一架直升机拍下的画面显示，发生爆炸的的建筑物冒出黑烟，周边数英里都能看到。部分建筑物消失，碎片散落一地。附近的一些车辆起火。当地消防队员迪罗科表示，在现场看到不少烧伤受害者，有人从废墟下获救，随后被送往医院。消防部门还表示，已经注意到烟雾和气味在弥漫，但告知人们不要拨打911，以避免占用急救资源，“一些地区有‘燃烧的石油’的味道。这很可能来自火灾现场。我们持续关注这种气味。”（海外网 李芳）,军事
60,美列车事故现场挖近7吨受污染土壤 超400万升污染水,原标题：美国“毒列车”事故现场挖出近7吨受污染土壤 超400万升污染水海外网2月21日电 美国俄亥俄州列车脱轨致有毒气体扩散事件持续发酵，引发广泛关注。据美国福克斯新闻网2月20日报道，事故发生后，当地已挖出大量被污染的土壤和水。20日，“毒列车”事件涉事公司诺福克南方铁路公司表示，事故现场已挖掘出约1.5万磅（约6.8吨）受污染的土壤和110万加仑（约416万升）被污染的水。该公司还称，“大多数危险车厢已被净化”，但在国家运输安全委员会完成调查之前，它们仍将留在现场。2月3日，一列运载危险化学品的列车在美国俄亥俄州脱轨起火，多种有毒化学物质泄漏。当地不少居民感到眼睛有烧灼感，并对他们的长期健康感到担心。俄亥俄州危险材料专家卡吉亚诺对媒体表示，此次事故相当于是“用化学物质毁了一个小镇”。他还称，在5到20年后，当地人中可能会出现大批癌症患者。（海外网 张霓）,军事
61,安理会举行朝核问题公开会 中国代表阐述立场,原标题：安理会上，中方表态！安理会举行朝核问题公开会，中国代表阐述立场联合国安理会20日举行朝核问题公开会，中国常驻联合国副代表戴兵在会上发言，阐述中方立场。他呼吁朝鲜半岛有关各方保持冷静克制，坚持政治解决的正确方向，避免采取可能进一步加剧紧张、导致误判的行动。当天，联合国中东亚太事务助理秘书长基亚利通报说，朝鲜于18日发射了一枚洲际弹道导弹，后又于20日早些时候发射了两枚弹道导弹，这种未提前宣布的发射给国际航空及海上交通运输带来极大风险。他表示，联合国秘书长强烈谴责朝鲜的导弹发射行为，呼吁朝鲜立即停止采取任何进一步的挑衅行动，全面遵守安理会所有相关决议规定的国际义务，并恢复对话，以实现可持续和平，以及全面和可验证的朝鲜半岛无核化。戴兵发言说，推动半岛问题走出困境，首先要聚焦问题症结。半岛问题的本质是安全问题，在半岛未实现停和机制转换的情况下，朝鲜长期面临巨大安全压力与威胁。今年以来，美国及其盟友加紧在半岛周边进行针对朝的联合军事活动，美方并宣布“提高联合军演级别和规模”“及时部署战略资产”，北约秘书长高调访问地区国家，宣扬冷战思维和阵营对抗。这些举动对朝挑衅意味强烈，加剧朝不安全感。有关国家应对有关因果关系深刻反思。戴兵表示，中方呼呼有关各方正视半岛问题的历史和现实，汲取经验教训，坚持对话协商的正确方向。当前形势下，更要防止恶性循环、轮番升级，导致形势失控。特别是，个别国家应放弃搞地缘政治操弄，停止战争叫嚣，避免动辄诉诸军演、制裁等施压手段，为政治解决营造合适环境。美方既然多次表示愿无条件与朝开展对话，就应拿出实际举措，把对话搞起来、谈下去。戴兵说，推动半岛问题走出困境，安理会应当发挥建设性作用。当前半岛形势高度敏感复杂，安理会就此采取的行动、开展的讨论应当有助于推动缓和局势、增进互信。他重申，安理会涉朝决议是一个整体，其中既规定了对朝制裁措施，也明确要求恢复六方会谈、避免紧张升级、推动政治和对话解决。落实制裁和推动复谈都是执行安理会决议，二者不可偏废，不能相互替代，不能只取所需。戴兵说，推动半岛问题走出困境，各方要树立正确的防扩散导向，不能搞双重标准。美及有关国家一面推动讨论朝核问题，一面却推卸自身责任，在亚太地区公然开展有违《不扩散核武器条约》目的和宗旨、导致武器级核材料扩散的核合作，甚至还意图在地区复制“核共享”。这些行为难道不是明目张胆的核扩散吗？这种选择性的防扩散做法，不仅对半岛无核化进程造成严重负面影响，还将严重加剧地区爆发军事冲突的风险，值得高度警惕。戴兵说，中方衷心希望半岛稳定而非生乱，不愿看到半岛问题陷入恶性循环。在半岛问题上，中方始终坚持维护半岛和平稳定，坚持实现半岛无核化，坚持通过对话协商解决问题。中方呼吁各方保持理性克制，从维护地区和平稳定的大局出发，按照“双轨并进”思路和“分阶段、同步走”原则，共同推进半岛问题的政治解决进程。中方愿继续为此发挥建设性作用。,军事
62,德经济研究所所长：俄乌冲突让德去年损失1000亿欧元,原标题：“德国要损失1000亿欧元”德国经济研究所所长：俄乌冲突让德国去年损失1000亿欧元“乌克兰战争拖累德国经济”，德新社20日报道称，位于柏林的德国经济研究所所长马塞尔·弗拉茨舍尔预计，乌克兰战争将导致德国经济去年损失1000亿欧元。弗拉茨舍尔在接受周一出版的《莱茵邮报》采访时表示，“乌克兰战争和相关的能源成本暴涨使德国在2022年的经济产出损失近2.5%，也就是1000亿欧元。这些成本将在未来几年继续增长。”当地时间2023年2月1日，德国德国国防部长皮斯托留斯（右）与德国陆军203坦克营的一名士兵一起坐在豹2A6的炮塔上。在德国政府决定向乌克兰提供14辆豹-2坦克之后，防长希望了解武器系统的性能。图源：视觉中国弗拉茨舍尔说：“德国在经济上受这场危机影响更大，因为它更依赖俄能源，拥有高比例的能源密集型产业，且极度依赖出口和全球供应链。”他敦促企业加快生态、经济和数字化转型，因为未来十年，能源价格上涨仍将是德国明显的竞争劣势。俄乌冲突发生一年之际，德国工商大会（DIHK）也提到德国的繁荣正遭受损害。总体而言，从战争开始到2023年底，德国的国内生产总值可能损失约4%。DIHK主席彼得·阿德里安告诉《莱茵邮报》，这意味着德国经济将损失约1600亿欧元，相当于每个德国公民损失约2000欧元。“这里的天然气价格稳定在比美国高出三到五倍的水平。德国中型企业的电价大约是法国的四倍。在我们最近的调查中，85%的工业公司认为高能源和原材料价格带来了巨大的商业风险。”阿德里安说。,军事
63,人民日报钟声:美国霸权霸道霸凌行径严重危害世界,原标题：美国霸权霸道霸凌行径严重危害世界（钟声）得道多助，失道寡助。美国恃强凌弱、巧取豪夺、零和博弈等霸权霸道霸凌行径危害深重，引发国际社会越来越强烈的批评和反对作为世界头号强国，美国长期打着民主、自由、人权、维护“基于规则的国际秩序”的幌子，干着谋求霸权、维护霸权、滥用霸权的勾当。固守冷战思维，大搞集团政治，挑动对立对抗，强推单边制裁，粗暴干涉别国内政，大搞颠覆渗透，动辄发动战争……美国在政治军事、经济金融、科技文化等领域的斑斑劣迹，严重危害世界和平稳定和各国民生福祉。近期，遭受强烈地震影响的叙利亚人民因美国制裁无法得到及时有效救援，再次让世界看清了美式霸权的冷酷本质。为了维护霸权，美国经常按照美国的价值观和政治制度塑造其他国家。借“推广民主”之名在拉美推行“新门罗主义”，在欧亚煽动“颜色革命”，在西亚北非策动“阿拉伯之春”……美国干涉他国内政带来混乱和灾难的例子比比皆是。近年来，美国公然炮制“民主对抗威权”虚假叙事，拼凑所谓“价值观联盟”，大搞封闭排他的小圈子，这些霸权行径制造地区分裂、煽动对抗、破坏和平。美国军费长期居高不下，经常滥用武力，凸显其穷兵黩武的军事霸权本性。美国目前在海外有约800个军事基地，在159个国家驻扎了17.3万人的军队。塔夫茨大学的研究报告显示，1776年至2019年，美国在全球进行了近400次军事干预。以反恐之名发动的战争和军事行动造成超过90万人死亡，在全球制造了3700万难民，使1000多万阿富汗人流离失所，让利比亚内乱不断……美国军事霸权酿成诸多人道主义灾难。利用经济霸权进行巧取豪夺，这是美国的惯用伎俩。借助美元的主要国际储备货币地位向全世界收取“铸币税”，美国可以凭借一张成本仅约17美分的百元美钞，让其他国家实实在在地向美国提供价值相当于100美元的商品和服务。新冠疫情发生后，美国向全球市场注入数万亿美元，给其他国家特别是新兴经济体造成巨大损失。美国操纵国际经济金融组织，在援助他国时施加附带条款，使受援国经济政策符合美国战略，为美国资本渗透和投机减少阻碍。美国还用经济胁迫手段打压对手，大搞单边制裁和“长臂管辖”。截至目前，美国已对世界上近40个国家实施过经济制裁，全球近一半人口受到影响。美国经济金融霸权已彻底沦为地缘政治武器。美国还经常利用科技霸权搞垄断打压、技术封锁，企图遏阻其他国家科技和经济发展。借知识产权保护之名搞知识产权垄断；泛化国家安全概念，将科技问题政治化、武器化、意识形态化，动用国家力量打压和制裁他国企业；给高科技打上民主、人权的标签，为对他国实施技术封锁寻找借口；大搞网络攻击和监听窃密……美国骨子里信奉的是霸权霸道霸凌，早已将公平竞争、合作共赢抛诸脑后。正如《芯片陷阱》一书作者、法国企业家拉叙斯所指出的，美国标榜的“自由市场”“充分竞争”等价值观只会让人感到他们非常虚伪。美国外交学者威廉·布鲁姆曾将“意识形态”称为美国统治世界野心的主要驱动力。无论是“嵌入配售”美国价值观和生活方式，打造出以美式文化为主导的文化和舆论空间，还是扶植进行意识形态渗透的电台、电视网，依靠美国主导的西方媒体煽动全球舆论，美国的文化霸权黑手一直伸得很长。近年来，美国更是将虚假信息作为攻击他国的工具，形成了“黑金、黑论、黑嘴”舆论产业链条。得道多助，失道寡助。美国恃强凌弱、巧取豪夺、零和博弈等霸权霸道霸凌行径危害深重，引发国际社会越来越强烈的批评和反对。美国应深刻检视自己的所作所为，放弃傲慢与偏见，摒弃霸权霸道霸凌。《 人民日报 》（ 2023年02月21日 17 版）责编：卢思宇,军事
64,大熊猫陆续回国 驻日本使馆：感谢最萌“友好使者”,原标题：旅日大熊猫将陆续回国，驻日本使馆发言人：感谢最萌“友好使者”这几天，旅居日本的大熊猫“香香”“永明”“樱滨”“桃滨”将陆续踏上回国旅途。多年来，在日本当地动物园、中日野生动物保护机构、大熊猫爱好者和两国社会各界共同关爱呵护下，旅日大熊猫家族健康茁壮成长，带给大家无限欢乐和美好回忆。作为中国的国宝，憨态可掬的“黑白精灵”在日本社会广泛传递了友爱和善意，连通着两国民众的心灵。大熊猫到日本是中日邦交正常化的标志性事件，以大熊猫为代表的中日野生动物保护合作是两国友好交往的精彩缩影。今年是《中日和平友好条约》缔结45周年，是一个值得纪念的重要年份。期待更多人在“大熊猫热”带动下，投身中日友好交流和互利合作，参与到构建契合新时代要求的中日关系大潮中。临行前，让我们向最萌“友好使者”表示衷心感谢并祝福一路平安顺利！同时也诚挚欢迎大家有时间到中国四川旅行观光，关心关爱“香香们”的归国生活，为民间交流续写佳话！,军事
65,发射1小时后朝鲜公布消息 日韩媒体都说“罕见”！,原标题：朝鲜这个动作，日韩媒体都说“罕见”！继18日发射洲际弹道导弹后，朝鲜人民军西部前线远程炮兵部队20日上午7时进行火箭炮射击训练。朝中社20日回顾称，韩美仅今年以来就多次进行联合空中演习，加剧军事紧张，朝鲜20日的射击训练充分显示朝鲜人民军对美韩所谓“空中优势”彻底遏制的准备状态和应对意志。朝鲜半岛“一触即发”的危险状态引起广泛担忧，多家韩媒呼吁管控局势，以防止爆发冲突。朝鲜展示“战术核攻击手段”据朝中社20日报道，朝鲜人民军西部前线远程炮兵部队相关火箭炮兵火力区分队按照关于进行示威射击的命令，20日早晨动员600毫米火箭炮，以距离发射地点395公里和337公里处的假想目标，向东部海域发射两枚火箭弹。报道称，参加训练的600毫米火箭炮是朝军最新型多连发精密攻击武器系统，是令敌人恐惧的“战术核攻击手段”。朝鲜劳动党中央委员会副部长金与正在20日发表的今年第三次谈话中表示，朝鲜“已拥有令人满意的技术和能力”，同时也明确看到在朝鲜半岛地区美军战略打击手段的活动越来越频繁。金与正称，朝鲜正在研究这些活动对朝安全造成的影响，“把太平洋利用为我们射击场的频率取决于美军的行动性质”。韩美日将加强安全合作“韩军认为朝鲜发射的是短程导弹，而朝鲜宣布为战术核攻击手段。”韩国KBS电视台20日报道称，继18日下午试射洲际导弹后，朝鲜时隔一天再次进行发射活动。日韩媒体均提到，朝鲜在发射1个多小时后就正式发布消息是较为罕见的。日本《产经新闻》20日援引日本政府人士的话称，朝鲜当天发射的“弹道导弹”似乎都落入日本专属经济区外，可能意在对抗美韩19日的联合军演。韩联社20日援引韩国外交部消息称，韩国外交部半岛和平交涉本部长金健当天分别与美日对朝代表通话，强烈谴责朝鲜发起挑衅。韩国政府20日还就朝鲜18日发射洲际弹道导弹对涉及朝鲜核导研发、规避制裁相关活动的4名个人和5个实体进行制裁。据报道，新增单边制裁对象均已被美、日、欧盟制裁，韩政府有意加强友邦间的对朝政策合作。朝鲜中央电视台播放“火星-15”型洲际弹道导弹的试射画面。韩国把应对朝鲜的希望放在强化韩美日军事合作上。据韩联社报道，韩国联合参谋本部20日称，为进一步应对朝鲜，将在韩美紧密合作下追踪监视朝鲜动向，并基于韩美日安全合作建立坚固的应对态势，以可以压倒性应对朝鲜任何挑衅的能力维持坚固的防卫态势。值得注意的是，韩军方此前虽多次强调“韩美紧密合作”，但“韩美日安全合作”的提法十分罕见。韩国国防部发言人全河奎就此表示，韩军方过去始终提及基于韩美同盟开展韩日军事合作的必要性，也提到过与日方实时共享朝鲜导弹预警信息，目前正推进相关事宜。据《日本经济新闻》报道，针对朝鲜发射两枚短程弹道导弹一事，日本首相岸田文雄20日表示，已要求联合国安理会召开紧急会议，并强调“必须继续加强情报搜集和警戒监视，进一步深化日美、日美韩合作”。据日本共同社报道，针对朝鲜18日发射洲际弹道导弹，日本航空自卫队和美军19日也实施了战机联合训练，旨在彰显日美团结和快速反应态势。韩媒吁管控冲突韩美与朝鲜轮番展示“肌肉”已引发韩国国内忧虑，有声音呼吁应该让局势降温。《韩民族新闻》20日发表题为“一触即发的局势迫切需要管控”的社论称，朝鲜半岛局势处于一触即发的危险状态，却没有任何仲裁者和缓冲地带。在这种局势下，韩国不仅需要加强安全保障工作，同时也需要对局势进行慎重管理和外交斡旋，以防冲突爆发。韩国《京乡新闻》的社论也称，朝鲜已用行动表明，将对韩美接下来的大规模联合军演等采取高强度应对措施，而外界不能不对半岛局势未来可能进一步紧张充满忧虑。在朝鲜已经事实上拥核的情况下，半岛局势紧张的危险程度远超以往。朝鲜应立即中断武力示威，而韩国政府也应在维持彻底安全应对态势的情况下防止过激反应，必须要寻找问题的解决之道。,军事
66,美国多名飞行员发现一个大型白色气球 在夏威夷以东,原标题：美国多名飞行员发现一个大型白色气球，在夏威夷以东（观察者网讯）据美国福克斯新闻第三频道（Fox3 Now）报道，多架次商业航班通过“飞机通信寻址与报告系统”（ACARS）报告，在美国夏威夷州首府火奴鲁鲁（檀香山）以东约500英里（约合805千米）处发现一个大型白色气球。据估计，这个气球的飞行高度约在40000到50000英尺之间（约为12192至15240米）。报道称，多名飞行员目击了（have sighted）这个物体。网上流传的一张照片显示，一名飞行员在驾驶舱内拿着一张纸条，上面写着：“报告在2639N15021W（经纬度）附近有大型白色气球。估计（高度）在FL400和FL500之间。精确高度未知。如果看到物体，请告知ATC（航空管制）”。福克斯新闻报道称，目前尚不清楚该物体属于何方，其风险水平也未知。近期，“气球事件”不断发酵，引发关注。2月17日，世界气象组织表示，气象气球是全球观测系统的重要组成部分，是天气预报和气候监测的基础。世界气象组织指出，几十年来，气象气球一直是全球观测网络的重要组成部分，因为这是地面数据的主要来源。它们为计算机预报模型提供有价值的实时输入，为气象学家提供本地数据以预报天气、预测风暴，为研究进行气候监测及提供数据，以更好地了解天气和气候过程。使用气象气球数据的计算机预报模型已为全世界所有预报员使用。据联合国网站报道，世界气象组织表示，气象气球获取的宝贵信息为全球观测系统提供了支持，而该系统是过去60年来最具雄心和最成功的国际合作实例之一。,军事
67,外交部发布：王毅同美国国务卿布林肯非正式接触,原标题：重磅！外交部刚刚发布！外交部发言人介绍中美接触情况应美方请求，中共中央政治局委员、中央外事工作委员会办公室主任王毅出席慕尼黑安全会议期间，同美国国务卿布林肯非正式接触。王毅清晰表明了中方在所谓飞艇事件上的严正立场，指出美方所作所为是典型的滥用武力，明显违反国际惯例和民用航空公约，中方强烈不满，严正抗议。美国才是全球最大监控侦察国家，高空气球多次非法飞越中国上空，没有资格对中国污蔑抹黑。美方要做的是拿出诚意，正视并解决滥用武力给中美关系造成的损害。如果美方执意借题发挥、炒作升级、扩大事态，中方必将奉陪到底，一切后果将由美方承担。王毅强调，在乌克兰问题上，中国坚持原则、劝和促谈，一直发挥着建设性作用。中俄全面战略协作伙伴关系建立在不结盟、不对抗、不针对第三方的基础上，是两个独立国家主权范围之内的事情。我们从不接受美国对中俄关系指手画脚甚至胁迫施压。美国作为一个大国，理应推动危机政治解决，而不是拱火浇油，趁机牟利。王毅指出，要维护台海稳定，就必须坚定反对“台独”，真正坚持一中原则。美方在台湾问题上要尊重历史事实，信守政治承诺，将不支持“台独”的表态落到实处。,军事
68,日本民众与熊猫香香道别 众多抽签落选粉丝含泪祝福,原标题：日本民众与熊猫香香道别 众多抽签落选粉丝在园外含泪祝福海外网2月19日电 据日本电视台等媒体2月19日报道，日本上野动物园的大熊猫香香将于2月21日回到中国，19日是动物园开放参观香香的最后一天，香香的大量粉丝当天聚集在动物园，许多在抽签中落选的民众也在园外感谢香香并为它送上祝福。大熊猫香香在上野动物园非常有人气。由于对大熊猫的开放参观实行抽选制，当天有不少香香的粉丝没有抽中，但他们仍然聚在动物园外，和香香道别。一名男性粉丝表示，尽管他没有抽中，但在参观的最后一天，还是想要到香香所在的地方，即使无法见到香香也很感谢它。一名落选的50多岁女性一边落泪一边表示，虽然没有中签，但还是想来到离香香尽可能近的地方，“香香无论是睡觉还是醒着，都非常可爱。”另一名见到大熊猫的日本女性则祝福称，“一直非常感谢香香，希望你一直健康有活力。我一定会去中国看你。”（海外网 张霓）,军事
