,col1,col2,col3
10,图集-2023FIA中东区域方程式第5站,,赛车
11,图集-F1梅赛德斯车队新车首航,,赛车
12,图集-Alpine车队发布2023赛季新车,,赛车
13,图集-梅赛德斯车队发布2023赛季新车,,赛车
14,2023年阿拉善英雄会系列活动发布会在京举行,2023年2月16日上午，2023年阿拉善英雄会系列活动发布会在北京国际饭店成功召开。阿拉善盟盟委委员、副盟长张晓峰，阿拉善盟盟委委员、宣传部部长张宝成，阿拉善盟文化旅游广电局局长娜仁图雅，阿拉善左旗人民政府旗委常委、副旗长高冬，重庆中基体育文化发展有限公司董事长涂锐，阿拉善盟文化旅游投资开发有限责任公司董事长林军，重庆中基体育文化发展有限公司董事吴永泽，重庆中基体育文化发展有限公司总经理廖伟出席了发布会。专业车手赵宏義、邓连松、张国宇和阿拉善本土车手苏尼尔也来到发布会现场。同时莅临与会的还有阿拉善盟委、行署，阿拉善左旗旗委、政府及相关部门的领导，以及与本年度阿拉善英雄会系列活动合作的各大企业、厂商、协会代表和全国各地的媒体朋友们。2023年“阿拉善机车英雄会”将于4月29日-5月3日在阿拉善左旗梦想沙漠公园举办，活动由阿拉善盟文化旅游投资开发有限责任公司、重庆中基体育文化发展有限公司、阿拉善左旗文旅集团及阿拉善英雄会品牌运营管理公司共同举办。现场发布2023年阿拉善机车英雄会活动主题——驰骋梦想，向“善”而行。每个车友心中都会有属于自己的机车梦，安全骑行，奔赴梦想，奔赴阿拉善。本次发布会以阿拉善盟乌兰牧骑特色表演开场，会中着重介绍了2023年“阿拉善机车英雄会”活动内容及现场规划（规划图如下）。现场预启用核心区域44万平方米，配套区域366万平方米。活动场地动线规划打破常规，真正实现人车合一。核心会场规划3.2公里逆时针单向循环骑行道路，为车友及游客打造极致的活动体验。活动将引入多项国际型赛事；现场设置2.3万平方米专业试驾场地，33.8万平方米专业越野比赛场地，汽摩领域专业赛事十余项，娱乐性体验赛事50余项，以及内场多类主题巡游、40公里穿沙公路万人机车巡游节、沙漠星空机车音乐节、万人孔明灯、烟花秀等精彩内容。2023年，是阿拉善英雄会的继续，更是阿拉善英雄会的新征程。主办方致力于把本次阿拉善机车英雄会活动打造为亚洲首个以机车文化为核心的沙漠盛会，活动期间将为全国摩友及户外活动爱好者营造一个触手可及的乌托邦。阿拉善诚邀全国各地摩友及各界人士于今年五一节来到腾格里梦想沙漠公园，共襄阿拉善机车英雄会盛举，共同见证中国机车文化活动的蜕变与飞跃！（阿尔法）,赛车
15,图集-勒克莱尔驾驶SF-23首航,,赛车
16,图集-法拉利车队发布2023赛季新车,,赛车
17,中东区域方程式第4站：安托内利持续强势劲头,• Mumbai Falcons Racing Limited的意大利小将安托内利第四站后依然稳坐积分榜榜首• 佩佩·马尔蒂（Pepe Martí）和尼基塔·贝德林（Nikita Bedrin）收获个人赛季首冠• 泰勒·伯纳德（Taylor Barnard）第四站获最多积分 争夺总冠仍有希望2023年国际汽联中东区域方程式锦标赛第四站2月12日重回迪拜赛车场，安托内利延续优异的表现领跑积分榜。一周后，阿布扎比亚斯码头即将上演收官大战，而意大利小将将是总冠军的最大热门。但是本赛季的总冠之争跌宕起伏，在成功捧起最终的奖杯前，一切仍充满变数。本周末，安托内利、马尔蒂和贝德林分别获得了三回合的冠军，但伯纳德靠稳健发挥收获了最多的积分，也将对总冠军发起冲击。首回合中，安托内利的胜利来之不易。这名梅赛德斯F1车队支持的车手在开场圈和PHM Racing的伯纳德和约书亚·杜菲克（Josh Dufek）进行轮对轮的缠斗后，暂时落败掉到第三。不过不久后，他就反超杜菲克来到第二，并在比赛重新开始后从伯纳德手中夺回领先位置。来自法拉利青训体系的拉斐尔·卡马拉（Rafael Câmara）也随着队友的脚步，先后超过了杜菲克和伯纳德获得亚军。马尔蒂在缺席了科威特汽车城的比赛后重返系列赛，在次回合中实现了Pole to win。这名Pinnacle VAR的17岁车手受到不少来自洛伦兹·佛洛萨（Lorenzo Fluxá）的压力，两名西班牙人一路随行。在最后一圈的时候，艾登·尼特（Aiden Neate）在和贝德林在争夺第三的时候被后者顶到发生打转，伯纳德伺机超越获得全场第三和新秀杯冠军。安托内利以第四的位置冲线，但是受到两次处罚掉到第十。贝德林在最后一回合中扭转了之前的失意，他和PHM Racing的队友杜菲克、伯纳德三人小组在比赛初期包揽前三。伯纳德多次尝试超过杜菲克，最后大意不仅没有完成超越，反而被安托内利抓住机会超过。不过安托内利随后和杜菲克发生碰撞两人驶出赛道，伯纳德最终还是以亚军完赛。三回合后，伯纳德以37分之差落后安托内利。阿布扎比的三回合比赛还有75分可供争夺，因此距榜首73和74分的卡马拉和佛洛萨理论上仍有争冠希望。车手采访第一回合 / 安德里亚·基米·安托内利 / Mumbai Falcons Racing Limited“这场胜利很不容易，整个周末都比较困难。我起步不太好，第一弯就丢失了领先，后来又掉到第三，不过我知道我们的速度不错，在重新发车后，我很快夺回了领先并拉开了距离。很高兴能够再次获得胜利，我在积分上有优势，但是不能大意。我的对手很优秀，期待接下来的比赛。”第二回合 / 佩佩·马尔蒂 / Pinnacle VAR“这场胜利很有意义，我们本赛季一直挺艰难的，很难赶上Prema和PHM的赛车，所以能在每一圈都需要艰难防守洛伦兹的情况下获得胜利，我觉得这可能是我本赛季表现最好的一场比赛了。我从第四圈起一点错误都没有犯，很高兴又能获胜。”第三回合 / 尼基塔·贝德林 / PHM Racing“我发车和开场的几圈都还不错，能够拉开一些空间，并且保持稳定的圈速。后来好像有过三次安全车，不过我觉得我们速度很不错所以影响不大。我对我的表现挺满意的，这个赛季我运气不是很好，能获胜我很感谢我的车队，大家都很努力，也有了很大的提升，也正因此我们才可以向颁奖台发起冲击。”第一回合本回合的开场为观众献上了单座方程式比赛中最精彩的比拼之一。来自杆位的是积分榜领先的安德里亚·基米·安托内利，约书亚·杜菲克、拉斐尔·卡马拉和泰勒·伯纳德排在他身后。PHM Racing的两位车手率先启动，杜菲克一号弯超过了安托内利，而伯纳德在五号弯过掉了卡马拉。车手们一起冲向12号弯，安托内利从内线抢回了领先位置，而杜菲克不甘示弱，两人进行了轮对轮的对决，伯纳德借机于14号弯趁虚而入把两人都超过了。下一圈时，安托内利在10号弯超过了杜菲克，随后安全车的出现让这场精彩的对决暂告一段落。触发安全车的是拉斐尔·比利亚戈麦斯（Rafael Villagómez），他和乔瓦尼·马斯基奥（Giovanni Maschio）发生碰撞，因悬架受损停在赛道上。比赛重新开始，安托内利超过了伯纳德回到领先并拉开了差距。卡马拉在10号弯超过了杜菲克上升至第三，并开始追赶伯纳德；五圈以后，他在同一个位置故伎重演，上升至第二。不久后，马斯基奥的车停在了11号弯的出弯处，安全车再次出动，安托内利拉开的近五秒的差距又被中和。不过这没有影响他最终获得比赛的胜利，卡马拉（新秀杯冠军）、伯纳德收获颁奖台。杜菲克第四。后方，贝德林一路坚守第五，R-ace GP的马蒂尼乌斯·斯滕斯霍恩（Martinius Stenshorne）上升至第六。不过这名挪威车手由于在比赛初期与布拉德·贝内维德斯（Brad Benavides）发生碰撞受到了五秒的罚时，而安全车拉近了所有车的距离，因此他一下掉到了第15名。顶替他到第六的是马里·博亚（Mari Boya，Hyderabad Blackbirds with MP Motorsport），第七至第十分别是首次亮相的蒂姆·特拉姆尼茨（Tim Tramnitz，R-ace GP）、洛伦兹·佛洛萨、艾登·尼特和佩佩·马尔蒂。第二回合根据前十倒序发车的规则，马尔蒂本回合获得杆位，他没有浪费这个良机，在发车后保持了领先位置。后方的佛洛萨在一号弯从外线挤过了尼特，上升到第二，并开始一路追赶他的西班牙老乡。不过最后，马尔蒂成功防守住了胜利，以1.197秒的微弱优势冲过方格旗。在冠亚军的身后，形势一片混乱。第三和第四由尼特和特拉姆尼茨占据，但是贝德林在身后伺机而动，并在第八圈的时候从10号弯超过了德国车手。三圈后，伯纳德追了上来，随后在12号弯也超过了特拉姆尼茨。特拉姆尼茨的节奏有点被打乱，在14号弯车轮锁死，又从博亚手中丢失了一个位置；在尝试从一号弯超车的时候，他不小心走大又被杜菲克超了过去。尼特和贝德林一路争抢第三的位置，在最后一圈的时候，两人在10号弯发生碰撞，尼特打转而贝德林速度放慢，伯纳德当仁不让地登上了颁奖台，获得了新秀杯的冠军。第十发车的安托内利开场丢失了一个位置，最终一路攀升到第四。不过因为赛中的与杜菲克和特拉姆尼茨的不君子行为受到了两个五秒罚时，又掉回到了第十。本应获得颁奖台的尼特捡回第五，杜菲克和特拉姆尼茨分列六、七位。卡马拉本想攻击特拉姆尼茨，可惜在倒数第二圈反而受到了队友基里尔·斯莫（Kirill Smal）的进攻。两人发生碰撞导致卡马拉退赛、斯莫被罚（最终排在第15名）。最终的第八至第十分别为Hitech Grand Prix的塞巴斯蒂安·蒙托亚（Sebastián Montoya）、马蒂尼乌斯·斯滕斯霍恩（亦是新秀杯季军）和安托内利。第三回合贝德林在排位赛中的出色表现让他赢得了第三回合的杆位，而他在比赛中也没有辜负希望，获得了最终的胜利。不过这场比赛并不一帆风顺，安全车曾三度出动。发车后，贝德林领先，杜菲克和伯纳德先后超过了安托内利上升至第二和第三，PHM Racing车手们暂时包揽了全场前三的位置。第二圈，韩岑宇撞上了六号弯的护栏，比赛被第一个安全车打断。伯纳德本想争夺第二，但是比赛仅进行了四圈，第二个安全车出来了。萨米·梅格托尼夫（Sami Meguetounif）在14号弯附近的赛道上停了下来，大部分车都成功避让，但丹尼尔·马夫柳托夫（Daniel Mavlyutov）比较不幸，在躲避的时候不小心滑出赛道撞上护栏。比赛重新开始后，伯纳德又开始赶超杜菲克，两人从八号弯开始一路缠斗，杜菲克在十号弯成功守住内线，迫使伯纳德离开最优路线，给了安托内利机会超过了英国人。到第12号弯，安托内利尝试超过杜菲克的时候两人相撞，伯纳德借机上升至第二。后方，贝内维德斯和斯滕斯霍恩争抢第七的位置时也在10号弯发生事故，前者停在赛道上，后者返回维修区后退赛，马尔蒂也受到牵连，赛会第三次派出安全车。此后，贝德林、伯纳德和杜菲克三人顺利登上颁奖台，安托内利获得全场第四和新秀杯第三。佛洛萨收获第五，博亚在与贝内维德斯的竞争中胜出获得第六。安全车后，第七至第十分别由斯莫、尼基尔·波拉（Nikhil Bohra，R-ace GP）、特拉姆尼茨和塔萨那普（Tasanapol Inthraphuvasak，Pinnacle VAR）获得。（阿尔法）,赛车
18,阿联酋F4锦标赛第4站：詹姆斯·沃顿升至积分榜首,• Mumbai Falcons Racing Limited的澳大利亚车手从尤戈·尤戈卓古（Ugo Ugochukwu）手中夺走积分榜领头羊的位置• 芬兰小将图卡·塔波宁（Tuukka Taponen）闪耀迪拜 上演三回合帽子戏法• 2月18-19日 F4新星们将在阿布扎比展开最终决战2023年国际汽联阿联酋四级方程式锦标赛2月12日重返迪拜赛车场，举行赛季第四站的三回合比拼。来自法拉利青训体系的16岁芬兰小将图卡·塔波宁是本周末当仁不让的明星，一举将三回合的冠军奖杯收入囊中，这名Mumbai Falcons Racing Limited的车手还在两场排位赛中获得杆位，展示出了统治级的表现。虽然本站比赛的光环都在塔波宁的身上，但是他的Mumbai Falcons Racing Limited队友詹姆斯·沃顿表现也可圈可点。这名来自澳洲的车手在周末收获两个亚军和一个季军，并在积分榜上超越了前几站中一直领跑的尤戈·尤戈卓古。尤戈卓古这个周末非常不顺利，这名迈凯伦的F1青年车手仅获得了一场第九和第十，共计三个积分。首回合中，塔波宁杆位发车后一路领先，沃顿紧随其后。后方，Hitech Grand Prix的阿尔维德·林得布拉德（Arvid Lindblad）和Yas Heat Racing Academy的基努·阿尔阿扎里（Keanu Al Azhari）对季军位置发起争抢，结果红牛青年军林得布拉德不小心打转，与阿尔阿扎里发生碰撞，最后Pinnacle VAR的布兰度·巴多尔（Brando Badoer）伺机上升到第三。次回合中，R-ace GP的车手杰西·卡拉斯克多（Jesse Carrasquedo）本处于领先位置，但是发车的时候尤戈卓古撞上了前方一台未能启动的赛车，导致了比赛一开始就出现了安全车。由于事故在发车直道上，安全车带领车队从维修区通道驶过，卡拉斯克多不小心压到了维修区入口的白色延长线，受到了仲裁的处罚最终落到了第十。Mumbai Falcons Racing Limited双雄塔波宁和沃顿再度收获冠亚军，PHM Racing的丹麦车手诺亚·斯特罗姆斯特德（Noah Stromsted）获得第三。第三回合，塔波宁乘胜而行，不过后方的阿尔阿扎里不断向他施压。沃顿在比赛初期超过了林得布拉德来到第三，三位车手形成了前方军团，对冠军宝座发起冲击。虽然三人距离很近、互不相让，但最后仍然没人能够阻挡塔波宁胜利的步伐，他完成了本周末总排名和新秀杯的双赛帽子戏法。至此，锦标赛仅剩下周末在阿布扎比亚斯码头赛道的最后一战。沃顿以六分之差排在塔波宁前暂时领跑积分榜，而之前领先的尤戈卓古现已落后37分掉到第三。MP Motorsport的瓦莱里奥·里尼切拉（Valerio Rinicella）本周末仍然稳扎稳打，和尤戈卓古同分并列第三。下一站的比赛中，四位车手谁能问鼎最终的总冠军，我们拭目以待。车手采访第一回合/图卡·塔波宁/ Mumbai Falcons Racing Limited“我没有太考虑锦标赛，我只关注比赛本身。我发车不错，一路领先，一切都在我的掌控之中。重新发车我也表现不错，和后方拉开了一些差距，我的速度也挺有优势。”第二回合/图卡·塔波宁/ Mumbai Falcons Racing Limited“杰西·卡拉斯克多的速度很快，不过犯了个小错被罚了五秒，所以我虽然第二位冲线，但是获得了冠军。这有点出乎意料，下一场比赛和昨天状况差不多，我需要把发车做好，只专注于我自己的比赛就可以了。”第三回合/图卡·塔波宁/ Mumbai Falcons Racing Limited“整场比赛我的压力都还挺大的，这场胜利来之不易。Yas Heat Racing Academy的车调教很不错，可以一直贴着我跑，我一直都得往后看，努力保持领先。三战三胜的结果不会经常发生，但本周末我做到了，还拿了两个杆位，真是一个完美的周末。”（壹星）,赛车
19,图集-2023赛季F1法拉利车队队服,,赛车
20,图集-威廉姆斯车队新车FW45首航,,赛车
21,图集-阿斯顿马丁车队发布2023赛季新车,,赛车
22,图集-F1迈凯伦车队发布2023赛季新车,,赛车
23,图集-F1阿尔法罗密欧车队新车首航,,赛车
24,图集-F1哈斯车队新车VF-23首航,,赛车
25,图集-2023FIA中东区域方程式第4站,,赛车
26,图集-红牛二队发布2023赛季新车涂装,,赛车
27,图集-2023FE电动方程式海得拉巴站,,赛车
28,FE电动方程式海得拉巴站：维尔涅夺冠,2023FE电动方程式海得拉巴站正式比赛结束，DS潘世奇车队维尔涅拿到冠军，他的上一场分站冠军要追溯到2020-21赛季的罗马站第一回合；远景能源车队卡西迪亚军，布耶米原本获得第三，但他由于过度使用电能，被罚时17秒，保时捷车队达-科斯塔获得季军。维尔莱茵、卡马拉、罗兰德、纳托、范多恩、洛特勒、莫塔拉分列四至十位。冠军维尔涅：“非常高兴取得这个冠军，这是一场相当艰难的比赛，幸好我们没有犯下太多错误，这是今天取胜的关键。这场比赛给我们车队增添了不少信心，我可能是现在全印度最开心的人。”季军车手达科斯塔：“我们整场比赛保持着冷静，一步一步走到了这个位置。这是我的第100场比赛，能站上领奖台令我非常感动，车队一直在背后支持我非常感谢。”本站比赛过后，帕斯卡·维尔莱茵继续领跑车手积分榜，维尔涅跃升至车手积分榜第三位，罗兰德、纳托和塞特·卡马拉成功“破蛋”。保时捷车队反超安德雷蒂上升至积分榜第一位，并且拉开23分差距；远景电动方程式车队超越迈凯伦车队排名第三，NIO333FE车队进步了两个名次排名第八。以下为本站比赛成绩表：以下为本站比赛过后车手积分榜：以下为本站比赛过后车队积分榜：（壹星）,赛车
29,图集-2023年WRC瑞典拉力赛,,赛车
