,col1,col2,col3
10,日本公布亚运会世锦赛马拉松阵容 中国谁能应战,近日，日本田协接连公布了尤金世锦赛以及杭州亚运会的马拉松阵容。尤金田径世锦赛将在7月中旬开赛，目前只剩下3个半月的时间。男子选手方面，日本派出了国内纪录保持者铃木健吾（2小时4分56秒），今年别府大分每日马拉松冠军西山雄介（2小时07分47秒），以及今年刚跑完首马，创日本首马纪录的星岳（2小时07分31秒）。而女子选手方便，日本则派出了三大王牌，分别是一山麻绪（2小时20分29秒），松田瑞生（2小时20分52秒）和新谷仁美（2小时21分17秒）。杭州亚运会将在9月举行，日本派出的阵容为：＜男子＞細谷恭平 2小时6分35秒（21年）山下一貴2小时7分42秒（22年）＜女子＞上杉真穂 2小时22分29秒（22年）安藤友香  2小时21分36秒（17年）国内选手的名单目前还没有出炉，本来计划在淮安马拉松的选拔赛中选出，但淮马已经宣布取消，后面已经不太适合再举行选拔赛，这次的参赛阵容应该会通过选派决定。亚运会是家门口的比赛，上届雅加达亚运会，男子选手多布杰夺得铜牌创造历史，本土的比赛，中国马拉松队当然希望复制辉煌，男女各两位参赛选手，肯定要挑精英中的精英。世锦赛在亚运会前2个月举行，世锦赛的成绩门槛较高，与东京奥运会保持了一致，目前国内男子选手中，能够达到2小时11分30秒成绩线的并不多，男子选手在南京的成绩被取消后，只有徐州选拔赛的成绩，彭建华、董国建、杨绍粟国雄有资格，目前多布杰2019年徐州的2小时10分31秒还在世界田联的数据库，他也有资格。而女子选手获得资格的人较多，挑选起来可以有多种选择。世锦赛的竞争较激烈，我们的重心肯定会放在亚运会上，而亚运会最大的劲敌除了日本还有巴林，上届亚运会，日本夺得男子冠军，巴林夺得了女子冠军。杭州亚运会，国内女子选手大概率会派出张德顺和李芷萱两大王牌，男子选手看好大赛表现更出色的杨绍辉，他在此前的奥运会和世锦赛都跑赢了PB更好的日本选手，另一个名额彭建华和董国建都有可能，也可能会给到上届的铜牌多布杰。日本选手的PB大都在国内创造，他们在海外的成绩要比在本土逊色不少，亚运会还是有机会去拼一拼的。那么，这次世锦赛和亚运会的选手，你都看好谁呢？,跑步
11,最“残酷”的马拉松比赛 共计250公里全程沙漠,当地时间3月28日，第36届撒哈拉沙漠马拉松开启第二阶段的比赛，运动员手脚并用翻过沙丘。该项比赛全程共计250公里，分为多个赛段，比赛场地均在最不适宜居住的撒哈拉沙漠进行。一名选手准备从休息区出发开始下一阶段赛程。撒哈拉沙漠马拉松全程共计250公里，分为多个赛段，比赛场地均在最不适宜居住的撒哈拉沙漠进行。第一天比赛结束后，选手在休息区进行体能恢复。在沙漠中搭起的简易帐篷是该项比赛为选手准备的休息区。,跑步
12,贵州14岁男孩失联8天 家属：凌晨外出跑步后失踪,封面新闻记者 张奕丹贵阳14岁男孩兰麒麟失踪一周多了。3月28日，贵州省贵阳市开阳县的兰昌志告诉封面新闻记者，3月21日，他14岁的儿子兰麒麟在凌晨跑步后失踪，至今下落不明。目前，家属在各处刊登了寻人启事，希望能有好心人提供线索。兰麒麟 图片由家属提供同日，开阳县公安局一名工作人员告诉封面新闻记者，目前警方还在努力寻找兰麒麟，如有进展，会第一时间联系家属。兰麒麟是开阳县第二中学的一名初三学生。3月28日，他的父亲兰昌志告诉封面新闻记者，21日凌晨4点半左右，他和妻子还在睡梦中时，儿子一人外出跑步，随后家人与他失去了联系。兰麒麟的母亲陈女士介绍，儿子在环湖新区一带的杨公桥附近曾被监控拍到，但随后便失去了踪影。兰麒麟家属发布的寻人启事陈女士介绍，儿子近期要参加学校的体育测试，因此开始练习跑步，“他前段时间就和他爸爸说过，要提开始练习跑步，但是因为之前天气不好，下雨了，那几天就没有跑。”她也表示，儿子此前并不经常在凌晨跑步，“去年有过一次，我和他说太早了，让他以后不要再这么早去跑步。”儿子为何要凌晨4点半出去跑步？陈女士表示，她也不太清楚，她曾经询问过儿子，“他说早点去可以早点回来。我说太危险了，后来他就（推迟到）五点多才去。”现在，家属们在网络征集线索，希望能尽快找到兰麒麟。,跑步
13,超八成选手保留名额 杭州马拉松退赛数据公布,钱江晚报·小时新闻记者 王琼 李颖3月9日，杭州马拉松发布公告宣布取消，3月18日是官方公告的退赛截止时间。小时新闻记者从组委会了解到了最新的消息：截至3月18日，申请退赛总人数为6384人，其中马拉松3230人、半程马拉松1389人、健康跑705人、情侣跑560人、家庭跑500人。按原定4万人的赛事总规模来计算，综合退赛率15.9%，在五个单项中，跑友们最爱的半程马拉松的退赛率最低13.89%，全程马拉松的退赛率14%。正如大家在杭州马拉松官微评论区说的——待到疫情散去，相约西子湖畔。,跑步
14,比赛遇到倾盆大雨 耶路撒冷马拉松“不太冷”,3月底的耶路撒冷依然春寒料峭，连续多日最低气温只有三四摄氏度。25日马拉松比赛的一早，天空中阴云不散，一场大雨倾盆而至。耶路撒冷“有点冷”， 但人们对于奔跑的热情丝毫未减。提到这座城市，外界往往赐予它厚重的历史情感和刻板的纷争想象。实际上，耶路撒冷是马拉松等许多体育赛事的“常客”。1992年至1994年间，它曾连续三年举办马拉松，后改为半程比赛，直到2011年才恢复为全程，此后每年举办一次。除2020年由于新冠疫情被迫取消比赛外，“跑马”在耶路撒冷年年热闹非凡。典型的地中海气候，让耶路撒冷的降雨集中在冬季。今年低温时间持续得比往年略久，加之城市海拔较高、地势高低起伏，跑者需要在行进途中频繁切换上下坡，这令比赛颇具挑战。这份特别，正是在耶路撒冷“跑马”的魅力所在。据组委会统计，今年的赛事吸引了约2.5万名参赛者。早春寒意中，许多跑迷帽子、手套、轻薄羽绒服齐上阵，甚至有人在清晨的困意中舍不得脱去毛茸茸的睡衣。组委会虽然准备了储物柜，但不少参赛者还是边跑边将外套扔于路边。据规定，所有在路途中被遗弃的物品都将捐给慈善机构。与往年类似，今年的赛事设有全程马拉松、半程马拉松、十公里赛、五公里赛、家庭赛等多个项目。最能体现“全民健身”参与感的，莫过于路程不长不短的五公里赛了。许多家长带着孩子一起参赛，互相加油鼓劲声不绝于耳。短短半小时左右的时间内，既能享天伦之乐，又能品奔跑之趣。全马比赛开始的时间最早。6时45分许，天刚蒙蒙亮，比赛在阴雨中开始。由于路线覆盖了耶路撒冷的诸多主要干道，气质肃穆的耶路撒冷瞬间变成一座流动的“跑城”。跑者们从城西的议会出发，途径以色列图书馆、最高法院等地标建筑，然后在最受游客青睐的耶路撒冷老城城墙下穿过，最后回到市内最大的萨赫尔公园附近，向胜利终点坚定奔去。阵阵雨声不敌高昂的呐喊声。最终，男子冠军由以色列人阿加迪·瓜迪摘得，成绩为2小时37分17秒，女子冠军则是来自乌克兰的瓦伦蒂娜·韦尔卡，晚了阿加迪·瓜迪8分37秒抵达终点。此前，自2011年赛事恢复以来，男女冠军几乎都被肯尼亚选手包揽。值得一提的是，耶路撒冷马拉松也与中国颇有渊源。1992年首次赛事中，夺得男女冠军的都是中国人。近年来，每年都有一定数量的中国选手参赛。此外，3月25日恰好是耶路撒冷调至夏令时的日子，在凌晨2点至3点，时间会自动顺时跳1小时。赛事前几天，组委会“操碎了心”，特地发短信提醒各位选手比赛前夜早些入睡，“至少睡够6小时”——毕竟在夜里，浑然不觉就损失了1小时。下午，所有赛事都已结束，整座城市从奔跑的活力回归往昔的宁静。雨后，几缕阳光洒落，耶路撒冷平和安详。（完）[来源：新华社],跑步
15,又一名大神完成100公里挑战 用时6小时34分36秒,3月13日，游培泉在镇江举办的挑战100公里—镇江市首届场地超马精英邀请赛上顺利完成100公里挑战，用时06：45：23，创造了中国百公里超马最快成绩。而今天（3月27日），来自湖南的精英选手——曾文波以3分56秒的配速完成100公里挑战，用时6小时34分36秒。这个成绩不得了，超越了游培泉6小时45分23秒，也好于斯国松在2018年10月26日梓山湖超马上跑出的100公里6小时46分45秒的成绩。在游培泉和曾文波之前国内100公里最好成绩 ️：公路赛：斯国松，6小时46分45秒（2018年10月26日梓山湖超马）场地赛：梁晶，6小时55分43秒（2020年5月17日非正式比赛）（马拉松123）,跑步
16,悲剧！洛杉矶马拉松一跑者猝死 倒在半马终点线,上个周末，美国洛杉矶马拉松开跑，赛后据相关媒体报道，一位叫做帕多克的46岁女跑者，在跑完半马后身体不适寻求救助，最终因心脏骤停送医抢救无效离世。洛杉矶马拉松是一个大型的综合赛事，里面包含了各种配套的活动，帕多克参加的是公益半马，各种公益组织通过比赛筹集善款，帕多克参与的是亚裔美国人药物滥用计划。据相关媒体报道，洛杉矶消防队队长埃里克斯科特介绍了当时的情况，帕多克冲过半马终点后，紧急呼叫了医护人员，医护人员第一时间来到帕多克的身边，但后者随即出现了心脏骤停。当时医护人员在现场对她进行了救治，包括几名骑车的消防巡逻队员，救护车也及时赶到，将帕多克送到最近的医院进行救治。遗憾的是，经过长时间的抢救，帕多克在傍晚时候不幸离世。洛杉矶马拉松组委会在社交媒体上进行了说明，表示帕多克的离世是一个巨大的损失，并对她的家人表示慰问。洛杉矶马拉松已经安全办赛十多年，2004年时，一位50岁的男性跑者也是因为心脏骤停不幸离世。,跑步
17,淮安马拉松宣布取消 原定为亚运会世锦赛选拔赛,记者24日从江苏省淮安市体育局获悉，受疫情影响，原定于4月17日举办的2022淮安马拉松暨全国马拉松锦标赛（淮安站）·世锦赛及亚运会选拔赛取消。赛事组委会表示，当前国内疫情形势严峻复杂，为了更好地落实国家和省市疫情防控要求，保障广大跑友、工作人员和市民的身体健康，经综合评估决定取消本年度淮安马拉松赛事，组委会将为所有已报名缴费的跑友办理退费。值得一提的是，淮安马拉松同时还是世锦赛及亚运会选拔赛。世锦赛将于7月举办，亚运会将于9月举办，近期受疫情影响，包括淮马在内的国内大批路跑赛事被迫延期或取消，两大赛事如何进行选拔恐需重新考量。（王恒志）来源：新华网,跑步
18,签下董国建张德顺 这个跑步俱乐部要起飞？,3月16日是董国建的生日，这一天，一个叫做正保跑步俱乐部的组织宣布董国建加入，董国建转发官宣的微博，表示与对方携手，希望中国马拉松越来越好。无独有偶，昨天是张德顺的生日，该俱乐部又在这个节点宣布张德顺的加入，顺子同样转发了微博，表示未来一起努力。在大家的印象中，董国建和张德顺此前是易居马拉松俱乐部的成员，如今，这两个国内最顶尖的男女马拉松选手双双改换门庭，加入了新的跑步俱乐部。正保跑步俱乐部，相信很多人都还不知道这个组织的存在，接连签下董国建和张德顺，可见其雄心壮志。据网上公开资料显示，2月18日，正保教育跑步俱乐部签约仪式在云南省昆明市圆满举行。此次共有4名教练员、7名运动员与俱乐部签约。该跑步俱乐部签约的4名教练员大家都很熟悉，董国建和张德顺的教练张国伟，担任了正保跑步俱乐部的总教练，彭建华的教练肖丽、全运会冠军仁青东知布的教练苏伟、中国马拉松第三好成绩的韩刚，这三人担任高级教练，这样的教练团队堪比国家队阵容，既然教练都加入了该俱乐部，他们的弟子呢？从这张大合影来看，仁青东知布、彭建华、杨绍辉、何杰、杨克古等人都出现在了签约仪式中，这样的阵容可谓十分豪华。这样的动作似曾相似，易居马拉松横空出世时，也是靠着签约一大批顶尖的马拉松选手，如今转型开始进行梯队建设，大多精英选手都已经离开，如今，正保马拉松俱乐部重走易居模式，未来前景如何，还需通过时间来检验！,跑步
19,“久坐”比跑步更伤膝盖 3招避开久坐的危害,美国医学期刊《骨科与运动物理治疗杂志》曾发表过一项研究，发现健身跑步者的关节炎发生率为3.5%，而久坐不动人群的关节炎发生率为10.2%。客观数据告诉我们，久坐的人比经常参加健康运动的人发生关节炎的几率几乎高了3倍。化解久坐危害，可以试试以下3招��■坐姿正确：保持正确坐姿，背部挺直，肩部自然下垂，可放肘部两侧，椅子过软可能压迫前列腺，可以换一把稍有硬度的座椅，背部加一靠垫可减少腰部压力，不翘二郎腿。■ 时常走动：为确保不会持续坐太久的时间，建议短暂休息，每次约20~30分钟，最好能起来走动，即使是坐着也可以弯弯腰、抬动肩膀或深呼吸以减轻肌肉紧张。■ 踮脚尖：平时在工作生活中，尤其是在久坐或久站后下肢酸胀、乏力时，可采用踮脚的方法健身。（上海发布）,跑步
