,col1,col2,col3
10,湖人取胜后排名升至西部第11 距前十仅0.5胜场,北京时间3月2日，NBA常规赛，湖人123-117险胜雷霆。在本场战胜雷霆之后，湖人的战绩来到30胜33负，超越开拓者，从西部第12升至西部第11。湖人目前距离西部第10的鹈鹕（30胜32负）仅差0.5个胜场，距离西部第6的快船（33胜31负）差2.5个胜场。湖人的下一场比赛将是在后天主场迎战森林狼。（修楚）,篮球
11,施罗德26分里维斯19分 湖人6人上双力克雷霆,北京时间3月2日，NBA常规赛，湖人123-117险胜雷霆，雷霆遭遇5连败。湖人（30-33）：施罗德26分6助攻、里维斯19分4助攻、布朗19分4助攻、沃克13分、班巴12分7篮板、比斯利11分6篮板、八村塁9分9篮板3盖帽、加布里埃尔5分10篮板、范德比尔特7分4篮板、雷霆（28-34）：杰伦-威廉姆斯24分4篮板7助攻、吉迪22分9篮板11助攻、多特19分、乔15分3助攻、萨里奇13分本场比赛，浓眉因伤缺阵，詹姆斯和拉塞尔也继续休战。首节比赛，湖人打出高潮取得领先，雷霆节末追上比分，首节结束时分差仅有1分。第二节，雷霆节末打出小高潮取得领先。半场结束时，雷霆领先湖人3分。第三节，湖人在节末连中三分打出高潮，领先6分进入最后一节。末节，湖人延续出色状态，将分差拉大到两位数。关键时刻，雷霆不断追分，施罗德和里维斯不断罚球命中帮助湖人稳住局势。最终，湖人123-117险胜雷霆。（修楚）,篮球
12,贝恩30+9莫兰特20+7+7 灰熊3连胜送火箭11连败,北京时间3月2日，NBA常规赛，灰熊113-99大胜火箭，灰熊3连胜，火箭11连败。灰熊（38-23）：贝恩30分9篮板6助攻、莫兰特20分7篮板7助攻、小贾伦17分4篮板5盖帽、狄龙16分3篮板火箭（13-49）：格林20分3篮板3助攻、小马丁19分6篮板、申京11分8篮板5助攻、小波特11分5篮板、泰特11分3篮板、伊森10分7篮板首节比赛，莫兰特和杰伦-格林对飙，灰熊取得6分领先。第二节，火箭打出高潮完成反超，灰熊节末再度取得领先。半场结束时，灰熊领先火箭3分。第三节，灰熊找到状态，单节轰下38分，单节赢火箭14分。末节，火箭努力追分但无法缩小分差。最终，灰熊113-99大胜火箭。（修楚）,篮球
13,塔图姆41+11米切尔空砍44分 凯尔特人力克骑士,北京时间3月2日，NBA常规赛，凯尔特人117-113力克骑士。凯尔特人（45-18）：塔图姆41分11篮板8助攻、霍福德23分11篮板3助攻、布朗16分3篮板4助攻、斯玛特14分、罗威11分11篮板3助攻，骑士（39-26）：米切尔44分4篮板5助攻，加兰29分3篮板9助攻4抢断、莫布里12分13篮板、勒韦尔10分6篮板3助攻首节比赛，双方比分焦灼，霍福德与加兰各自率队上分。第二节，塔图姆单节砍下15分率领凯尔特人在半场结束时取得3分领先。第三节，塔图姆延续出色状态单节砍下18分，率领凯尔特人轰下41分的单节比分。米切尔单节也得到19分，但除他之外骑士球员一共只得到7分。末节比赛，骑士打出高潮不断缩小分差，无奈凯尔特人前三节领先优势更多。最终，凯尔特人117-113力克骑士。（修楚）,篮球
14,布伦森39分黄忠33分 尼克斯7连胜送篮网4连败,北京时间3月2日，NBA常规赛，尼克斯142-118大胜篮网，尼克斯取得7连胜，篮网遭遇4连败。尼克斯（37-27）：布伦森39分5篮板6助攻、格莱姆斯22分3篮板、兰德尔21分8篮板8助攻、米切尔-罗宾逊13分10篮板、巴雷特15分、奎克利15分3篮板篮网（34-28）：卡梅隆-约翰逊33分、布里奇斯21分3篮板3助攻、托马斯15分、丁威迪11分10助攻、库里10分首节比赛，布伦森单节8中6砍下16分，尼克斯全队火力全开单节轰下47分，领先篮网18分。第二节，尼克斯继续扩大分差，半场结束时已经领先篮网24分，布伦森半场14中12轰下30分。第三节，篮网努力追分，但一直无法缩小分差。末节，比赛进入垃圾时间。最终，尼克斯142-118大胜篮网。（修楚）,篮球
15,[NBA]76人119-96热火,,篮球
16,恩比德缺阵哈登率队单节赢22分 76人大胜热火,北京时间3月2日，NBA常规赛，76人119-96大胜热火。76人（40-21）：哈登23分7篮板5助攻、马克西27分4篮板7助攻、托比亚斯-哈里斯18分6篮板5助攻、里德16分14篮板、米尔顿12分热火（33-30）：阿德巴约20分8篮板、巴特勒16分3篮板3助攻、斯特鲁斯13分5篮板、希罗11分6助攻、本场比赛，恩比德缺阵，哈登单核率队。首节比赛，双方展开对轰，热火取得4分领先。第二节，热火突然陷入得分荒单节仅得到15分，哈登则单节砍下15分率领76人打出高潮，单节赢下22分。半场结束时，76人领先热火18分。下半场，热火仍然火力不继，分差被继续拉大，76人轻松取得大胜。最终，76人119-96大胜热火。（修楚）,篮球
17,[NBA]公牛117-115活塞 拉文41分,,篮球
18,[NBA]太阳105-91黄蜂 杜兰特首秀23分,,篮球
19,哈登今夏或考虑重返火箭 在休城才能做回自己,北京时间3月2日，据相关媒体报道，詹姆斯-哈登在去年夏天选择跳出合同之后，与费城76人完成了降薪续约。今年夏天他还将面临球员选项，很可能考虑重返火箭队。火箭队跟队记者Kelly Iko爆料，在离开球队近三年的时间里，哈登并没有放弃过回到休斯顿打球的念想。之前双方相互告别时属于和平分手，并没有关系彻底僵化。休斯顿是他真正做回自己的地方，他在球队有话语权，可以去俱乐部活动，也可以乘坐私人飞机前往拉斯维加斯，还可以缺席训练。哈登本赛季的薪水为3300万美元，今年夏天他有权跳出合同，成为自由球员。（珅葳）,篮球
20,拉文41分博格达诺维奇34分 公牛送活塞6连败,北京时间3月2日，NBA常规赛，公牛117-115险胜活塞，活塞遭遇6连败。公牛（29-34）：拉文41分、德罗赞21分7篮板7助攻、怀特14分5助攻、武切维奇12分9篮板、帕威11分、贝弗利5分10篮板10助攻4抢断1封盖活塞（15-48）：博格达诺维奇34分6篮板3助攻、迪亚洛19分、艾维18分4篮板、海斯11分7助攻、伯克斯11分4篮板、怀斯曼7分9篮板首节比赛，公牛占得先机很快取得两位数领先，活塞不断追分，首节结束时分差仅有2分。第二节，活塞陷入得分荒，单节仅得到18分。半场结束时，公牛领先活塞15分。第三节，分差很快超过20分，活塞努力追分。末节，公牛手感不佳，活塞打出高潮追上比分。最后时刻，活塞落后2分，拥有绝杀机会。但是最后一攻，他们无法成功发出球来，活塞新秀艾维在没有暂停的情况下喊了暂停，被吹罚技术犯规，公牛获得一次罚球加上球权，连续命中3记罚球。随后活塞虽然三分打中，但已没有时间犯规，遗憾失利。最终，公牛117-115险胜活塞。（修楚）,篮球
21,杜兰特首秀23分布克37分 太阳轻松战胜黄蜂,北京时间3月2日，NBA常规赛，太阳105-91轻松战胜黄蜂。太阳（34-29）：布克37分6篮板7助攻、杜兰特23分6篮板、艾顿16分16篮板4助攻、保罗2分211助攻黄蜂（20-44）：乌布雷26分9篮板、罗齐尔20分6篮板5助攻、海沃德15分4助攻、马克-威廉姆斯11分10篮板本场比赛，杜兰特正式迎来太阳首秀。首节比赛，太阳跟快展现出豪华阵容的威力，打出11-0的完美开局。黄蜂全民皆兵在首节结束前将分差追到仅剩5分。第二节，太阳继续拉大分差，很快取得了20分的领先。半场结束时，太阳没有一次罚球仍能领先黄蜂16分。第三节，太阳几位巨头强行配合出现不少失误，黄蜂逐渐缩小分差。布克开启得分模式稳住局势。末节，分差始终保持在10分左右，黄蜂无力缩小分差。最终，太阳105-91轻松战胜黄蜂。（修楚）,篮球
22,热火追威少前曾询专业人士意见 被告知别签他,北京时间3月2日，据相关媒体报道，在拉塞尔-威斯布鲁克被爵士队裁掉之前，很多球队都在讨论与其完成签约。其中迈阿密热火队也对威少有些兴趣，但是最终他们还是没有选择和威少签约。消息人士透露，热火队在他们较为信任的人对威少的意见，一位受热火队尊重的专业人士建议同行不要签下威少。于是热火队便放弃了追求威少的想法，最终快船队成功得到威少。本赛季威少一共代表快船队出战三次，场均贡献16分9.3次助攻和5.7个篮板2.3次抢断。（珅葳）,篮球
23,浓眉受伤无缘今日比赛 詹姆斯拉塞尔继续缺阵,北京时间3月2日，据著名NBA记者沙姆斯-查拉尼亚报道，湖人球星安东尼-戴维斯将缺席今日湖人客场挑战雷霆的比赛。昨日湖人对阵灰熊的比赛中，浓眉在和贝恩的争抢中撞到了膝盖，随后他坚持打完了比赛。今日，浓眉因腿伤将缺席湖人客场对阵雷霆的比赛。与此同时，勒布朗-詹姆斯和德安吉洛-拉塞尔也将继续缺阵。（修楚）,篮球
24,库里预计下周回归 或选择客场对阵湖人时复出,北京时间3月2日，据相关媒体报道，金州勇士队当家球星斯蒂芬-库里因伤已经缺席多场比赛，预计他将在下周的客场比赛中复出。ESPN篮球记者沃神爆料，勇士队球员库里预计会在下周的三连客比赛中复出，目前较为乐观的认为他会选择对阵湖人时出战。自2月5日库里遭遇腿伤之后，至今还没有打过一场比赛。休战即将一个月的库里，也做好了最后复出的准备。在接下来的三连客的比赛中，勇士队分别面对湖人、雷霆和灰熊。（珅葳）,篮球
25,字母哥：我表现出色不是理所当然 我也会受伤,北京时间3月1日，今日NBA常规赛，雄鹿在客场以118-104轻取篮网，豪取15连胜。字母哥本场复出，赛后他有很多话要说。赛后，字母哥接受了记者采访。当被问及是否球迷觉得他的高水平比赛是理所当然时，他说道：“是的，不过这没关系。我认为我不是第一个，也不是最后一个。我觉得人们把詹姆斯、杜兰特和库里的表现都视作理所当然。因为人们每天都能够看到这些伟大的东西，他们认为这是理所当然的，直到他们不再存在。而我只需要继续上场比赛，去享受篮球的乐趣。因为当我不再享受这个乐趣时，比赛就结束了。我无法控制别人的想法，如果他们认为这是理所当然的，我无法控制，但我不认为这一切是理所当然的。”字母哥承认，当他告诉身边的人自己受伤了，而别人都希望他能够从伤病中走出来、而且视他的高水准表现为理所当然时，他感到沮丧。他说道：“这是件坏事。当我回到家，告诉我的另一半，‘我受伤了。’她说，‘啊，你会没事儿的，因为你从来没有受伤过。’我觉得当我受伤时，人们不把这当真。但正如我所说过的，我之前谈论过这个，对我来说，如果我缺席了一场比赛，那意味着我很疼。归根结底，不管我能付出什么，我都会竭尽全力去付出。这就是我所能做的全部。“当我上场的时候，我会竭尽所能。对阵芝加哥的比赛，我就打了4-5分钟，这就是我所能打的时间。我在全明星赛就打了10秒，那是我那天所能打的时间。主场对阵迈阿密，我不知道我打了多久，但那就是全部了。今天，我只打了30分钟，这就是今天能打的全部的时间。如果我继续付出我所拥有的一切，我知道我不会认为这是理所当然的。如果其他人认为这是理所当然的，那是他们的观点，他们的心态，我能接受。”（魑魅）,篮球
26,乔治25分威少14+7+10 快船不敌森林狼3连败,北京时间3月1日，NBA常规赛，森林狼108-101险胜快船，快船遭遇3连败。森林狼（32-32）：麦克丹尼尔斯20分6篮板、爱德华兹18分4篮板3助攻、戈伯特16分7篮板、凯尔-安德森12分10篮板3助攻、里德12分8篮板、普林斯10分快船（33-31）：乔治25分6篮板3助攻、莱昂纳德23分5篮板5助攻、威少14分7篮板10助攻、鲍威尔13分、祖巴茨12分9篮板首节比赛，威少发挥出色，率领快船取得7分领先。第二节，快船手感下滑，森林狼替补阵容不断追分完成反超。半场结束， 森林狼领先快船2分。第三节，快船仍然找不到手感，单节仅得到19分，森林狼将分差拉大到两位数。末节，快船不断追分，但森林狼一直保持优势，威少关键三分命中为时已晚。最终，森林狼108-101险胜快船。（修楚）,篮球
27,[NBA]森林狼108-101快船,,篮球
28,[NBA]开拓者105-123勇士,,篮球
29,汤普森23+8利拉德25分 勇士大逆转战胜开拓者,北京时间3月1日，NBA常规赛，勇士123-105逆转战胜开拓者。开拓者（29-32）：利拉德25分3篮板7助攻、格兰特24分5篮板3助攻、塞布尔15分3篮板、夏普13分4篮板、雷迪什10分勇士（32-30）：普尔29分5篮板6助攻、克雷-汤普森23分8篮板4助攻、迪文琴佐21分4篮板3助攻、库明加16分3篮板、卢尼14分7篮板、追梦12分9篮板8助攻、首节比赛，利拉德单节砍下15分，率领开拓者轰出41分，领先勇士14分。第二节，勇士仍然未找到进攻状态，半场结束时，勇士落后开拓者17分。克雷-汤普森上半场手感不佳，10投进1中。第三节风云突变，开拓者陷入得分荒，单节仅得到17分，克雷-汤普森和普尔联手率领勇士完成反超。末节，开拓者的进攻依然找不到状态，勇士打出高潮将领先优势拉大到两位数。开拓者无力追击，比赛在最后时刻进入垃圾时间。最终，勇士在一度落后23分的情况下，最终以123-105战胜开拓者。（修楚）,篮球
30,[NBA]马刺102-94爵士,,篮球
31,[NBA]步行者124-122独行侠,,篮球
32,[NBA]国王123-117雷霆,,篮球
33,凯尔登25分马卡28+9 马刺险胜爵士终极16连败,北京时间3月1日，NBA常规赛，马刺102-94战胜爵士，马刺终结了队史最长的16连败。马刺（15-47）：凯尔登-约翰逊25分4篮板3助攻、麦克德莫特19分3篮板、索汉13分6篮板6助攻、格拉汉姆12分3助攻爵士（31-32）：马尔卡宁28分9篮板、塔克16分3篮板3助攻、邓恩11分3助攻、凯斯勒10分15篮板、奥利尼克8分10篮板首节比赛，爵士占得先机，马刺不断追分，首节结束时马刺反超并领先爵士2分。第二节，双方手感均不佳，单节打成18平。第三节，爵士完成反超。末节，双方将悬念保持到最后一刻，关键时刻爵士陷入得分荒，马刺打出小高潮直接带走比赛。最终，马刺102-94战胜爵士。（修楚）,篮球
34,哈利伯顿32分东契奇39+9+6 步行者险胜独行侠,北京时间3月1日，NBA常规赛，步行者124-122险胜独行侠。步行者（28-35）：哈利伯顿32分7篮板6助攻、特纳24分7篮板4盖帽、沃拉16分3篮板、内史密斯14分、史密斯11分9篮板、希尔德10分5篮板4助攻独行侠（32-31）：东契奇39分9篮板6助攻、欧文16分5篮板9助攻、哈达威16分4篮板，布洛克14分3篮板、伍德12分6篮板首节比赛，双方展开对轰，独行侠取得2分领先。第二节，步行者内外开花很快建立优势。半场结束时，步行者领先独行侠10分。第三节，双方对攻大战，独行侠单节得到39分但分差并没有缩小太多。末节，独行侠不断追分，关键时刻将分差追到仅剩2分，但多次错失反超机会。最终，步行者124-122险胜独行侠。（修楚）,篮球
35,[NBA]掘金133-112火箭 约基奇三双穆雷32分,,篮球
36,[NBA]奇才119-116老鹰 比尔37分7助,,篮球
37,[NBA]公牛98-104猛龙,,篮球
38,巴恩斯29+9小萨22+13+9 国王力克雷霆4连胜,北京时间3月1日，NBA常规赛，国王123-117力克雷霆，国王取得4连胜。国王（36-25）：巴恩斯29分9篮板3助攻、萨博尼斯22分13篮板9助攻、赫尔特20分4篮板9助攻、穆雷13分10篮板4助攻、米切尔15分4助攻、雷霆（28-33）：杰伦-威廉姆斯27分5篮板8助攻、萨里奇21分8篮板、多特11分3篮板、肯里奇11分4篮板5抢断、维金斯10分6篮板3助攻、曼恩10分首节比赛，双方展开对攻，国王单节得到44分，雷霆虽然也轰下38分，国王领先6分。第二节，双方手感下滑，但比分一直焦灼。半场结束时，国王领先雷霆5分。第三节，两边手感仍然不佳，分差仍保持在6分。末节比赛，雷霆一度将比分追平，巴恩斯率队再度取得两位数的领先。最终，国王123-117力克雷霆。（修楚）,篮球
39,[NBA]湖人109-121灰熊,,篮球
40,[NBA]雄鹿118-104篮网,,篮球
41,约基奇三双穆雷32+4+6 掘金大胜送火箭10连败,北京时间3月1日，NBA常规赛，掘金133-112大胜火箭，火箭遭遇10连败。掘金（44-19）：约基奇14分11篮板10助攻、穆雷32分4篮板6助攻、波特17分4篮板、布朗15分3篮板、波普14分6助攻、戈登11分7篮板5助攻火箭（13-48）：杰伦-格林17分5助攻、伊森17分12篮板、小马丁15分3篮板、尼克斯14分5助攻、华盛顿12分5助攻、克里斯托弗11分4篮板3助攻本场比赛，杰伦-格林和阿隆-戈登复出。首节比赛，掘金火力全开，穆雷单节轰下16分率领掘金单节轰下41分，掘金领先火箭11分。第二节，掘金继续拉大分差，半场结束时掘金已领先火箭20分。第三节，约基奇已经拿到三双，分差一直保持在20分左右。末节，比赛失去悬念进入垃圾时间。最终，掘金133-112大胜火箭。（修楚）,篮球
42,字母哥33+15布里奇斯31分 雄鹿逆转篮网15连胜,北京时间3月1日，NBA常规赛，雄鹿118-104逆转战胜篮网，雄鹿豪取15连胜继续排名联盟第一。雄鹿（44-17）：字母哥33分15篮板4助攻、米德尔顿18分4篮板6助攻、霍勒迪14分3篮板8助攻、洛佩斯13分10篮板、卡特11分篮网（34-27）：布里奇斯31分5助攻、丁威迪26分6篮板8助攻、约翰逊19分7篮板4抢断首节比赛，迎来字母哥复出的雄鹿状态不佳，布里奇斯单节11分率领篮网取得12分领先。第二节，雄鹿开始追分，布里奇斯继续率队稳住两位数的领先。半场结束时，篮网仍然领先雄鹿10分。第三节，字母哥开始发力率队单节轰下39分，篮网单节仅得到23分，雄鹿反超并领先6分。末节，雄鹿继续拉大分差，篮网进攻乏力。最终，雄鹿118-104逆转战胜篮网。（修楚）,篮球
43,比尔37分库兹马28分特雷-杨31+7 奇才险胜老鹰,北京时间3月1日，NBA常规赛，奇才119-116险胜老鹰。奇才（29-32）：比尔37分3篮板7助攻、库兹马28分3篮板、加福德13分12篮板、阿夫迪亚4分13篮板老鹰（31-31）：特雷-杨31分7助攻、博格丹16分、穆雷15分5助攻、亨特14分3篮板、卡佩拉13分15篮板3助攻、萨迪克-贝12分6篮板、科林斯10分4篮板首节比赛，双方打成27平。第二节，老鹰一度取得7分领先，赖特三罚全中。半场结束时，老鹰领先奇才4分。第三节，老鹰一度取得两位数的领先，奇才节末追分，老鹰领先5分进入最后一节。末节，库兹马和比尔率领奇才完成反超，最后时刻比尔和特雷-杨对飙三分，比尔关键中投命中，特雷-杨关键三分连续不中。最终，奇才119-116险胜老鹰。（修楚）,篮球
44,西亚卡姆20+8武切维奇23分 猛龙力克公牛,北京时间3月1日，NBA常规赛，猛龙104-98力克公牛。猛龙（31-32）：西亚卡姆20分8篮板3助攻、特伦特19分5篮板、阿努诺比17分8篮板、珀尔特尔14分3篮板、巴恩斯11分8篮板4助攻公牛（28-34）：武切维奇23分5篮板4助攻、拉文17分3助攻、德罗赞13分、贝弗利8分7篮板4助攻首节比赛，猛龙率先发力，公牛随后将比分追上。第二节，两队比分焦灼。半场结束时，公牛领先猛龙2分。第三节，双方比分交替领先。末节，猛龙逐渐发力取得领先。最终，猛龙104-98力克公牛。（修楚）,篮球
45,莫兰特三双浓眉28+19 詹姆斯缺阵湖人不敌灰熊,北京时间3月1日，NBA常规赛，灰熊121-109力克湖人，湖人3连胜被终结。灰熊（37-23）：莫兰特39分10篮板10助攻、蒂尔曼18分11篮板、小贾伦16分7篮板4盖帽、贝恩16分5篮板3助攻湖人（29-33）：戴维斯28分19篮板5盖帽、沃克21分4篮板、里维斯17分7助攻、比斯利12分3篮板、施罗德10分4篮板10助攻、本场比赛，詹姆斯因伤休战。上半场比赛，双方进攻状态一般，湖人半场出现15次失误，莫兰特上半场14投仅3中只得到6分，湖人凭借第二节末的小高潮取得领先。半场结束时，湖人领先灰熊3分。第三节比赛，莫兰特找到手感半节狂轰20分，第三节单节砍下28分，在莫兰特的率领下灰熊单节轰下47分，反超并领先湖人9分。末节比赛，湖人努力追分但无法追上，分差被逐渐拉大。最终，灰熊121-109力克湖人。（修楚）,篮球
46,猛龙签下威尔-巴顿 为腾位置裁掉赫尔南戈麦斯,北京时间3月1日，据著名NBA记者沙姆斯-查拉尼亚报道，猛龙签下锋卫摇摆人威尔-巴顿，裁掉中锋胡安-赫尔南戈麦斯。巴顿此前与奇才达成买断，澄清期过后与猛龙前行约。在被奇才买断前，巴顿共出战了40场比赛，场均得到7.7分2.8篮板2.4助攻。本赛季，胡安-埃尔南戈麦斯为猛龙出战42场，场均登场14.6分钟，得到2.9分2.9板。（修楚）,篮球
47,公牛裁掉老将德拉季奇 贝弗利到来后被弃用,北京时间3月1日，据著名NBA记者沙姆斯-查拉尼亚报道，公牛裁掉老将戈兰-德拉季奇。36岁的德拉季奇在去年休赛期加盟公牛，本赛季代表公牛出战51场，场均6.4分2.7助攻，三分命中率35.2%。近期贝弗利加盟公牛，德拉季奇已经被弃用，连续4场比赛没有登场。最终，公牛选择裁掉德拉季奇，这是双方共同的决定，德拉季奇可以加盟其他球队寻找机会。（修楚）,篮球
48,杜兰特明日迎来太阳生涯首秀 将会有时间限制,北京时间3月1日，太阳队官方宣布，球队新援凯文-杜兰特将在明日对阵黄蜂的比赛中迎来太阳生涯首秀。杜兰特在交易截止日被篮网交易至太阳，此后因伤一直没有登场，明日太阳客场挑战黄蜂，杜兰特将迎来太阳生涯首秀。太阳主帅蒙蒂-威廉姆斯透露杜兰特将会有出场时间限制。杜兰特谈到自己的伤势时表示：“我的膝盖已经两周没有疼痛了，但我想要通过延长训练时间来恢复比赛状态。整个全明星假期我都待在球队的训练馆，然后在上周五进行了一次高强度的全方面对抗训练。”谈到对于首秀的期待，杜兰特表示：“我的队友们可以找到一些方式来进行配合，所以这很有趣，我很期待上场比赛。我感觉非常好，我的意思是，我很期待再次有机会上场打球，在受伤之前，我很享受在场上打球的时光，我很期待继续这样做，在比赛中找到乐趣，享受比赛。”明日上午8点，太阳将在客场挑战黄蜂。（修楚）,篮球
49,三球因右脚踝骨折本赛季报销 赛季仅出战36场,北京时间3月1日，据著名NBA记者沙姆斯-查拉尼亚报道，黄蜂主控拉梅洛-鲍尔因右脚踝骨折本赛季报销。昨日活塞对阵黄蜂的第三节比赛，鲍尔在无对抗的情况下突然受伤，他在回到替补席的时候透露自己听到了“砰”的一声。黄蜂官方赛后透露，鲍尔遭遇右脚踝骨折。今日，最新消息透露，鲍尔因为右脚踝骨折本赛季报销。本赛季常规赛，鲍尔因为多次受伤仅出战36场，场均得到23.3分6.4篮板8.4助攻。（修楚）,篮球
50,詹姆斯将至少缺阵2-3周 两周后接受伤势复查,北京时间3月1日，据著名NBA记者沙姆斯-查拉尼亚报道，湖人当家球星勒布朗-詹姆斯将缺阵2-3周。詹姆斯因为脚部伤势无缘今日比赛，他将在两周后接受伤势复查，因此至少将缺阵两周时间。两周后的伤势复查时，湖人在积分榜的位置将会影响詹姆斯何时复出。目前，湖人的战绩来到29胜32负，排名西部第12，距离西部第10的鹈鹕仅差1个胜场，距离西部第6的独行侠也只有2.5个胜场差。（修楚）,篮球
51,班凯罗29+8英格拉姆25+6 魔术险胜送鹈鹕4连败,北京时间2月28日，NBA常规赛，魔术101-93力克鹈鹕，鹈鹕遭遇4连败。魔术（26-36）：班凯罗29分8篮板4助攻、富尔茨14分5篮板5助攻、大瓦格纳14分3篮板、小瓦格纳11分5篮板3助攻、温德尔-卡特11分12篮板鹈鹕（30-32）：英格拉姆25分6篮板5助攻、麦科勒姆18分6助攻、赫伯特-琼斯10分6篮板、首节比赛，魔术占得先机取得11分领先。第二节，魔术遭遇得分荒，单节仅得到14分，鹈鹕在半场结束前将分差追到仅剩1分。第三节，魔术进攻回暖保持领先优势。末节，双方比分焦灼，关键时刻双方打成93平， 随后魔术打出8-0的高潮直接带走比赛。最终，魔术魔术101-93力克鹈鹕。（修楚）,篮球
52,[NBA]魔术101-93鹈鹕,,篮球
53,[NBA]绿军94-109尼克斯,,篮球
54,[NBA]活塞106-117黄蜂,,篮球
55,[NBA]热火101-99费城76人,,篮球
